Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,106/Nirman/2025-26 Date 16.01.2026,2026_DOLBU_1106881_46,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Work of drain and interlocking tiles in the damaged street from Rupal Saree Centre to Manoj Kumar house in Ward-60 Shyampark Main.,Work of drain and interlocking tiles in the damaged street from Rupal Saree Centre to Manoj Kumar house in Ward-60 Shyampark Main.,Please refer Tender documents. ,NA ,"8,84,380",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"26,531",No,percentage,3.0%,Nil,Nil,CE,Ghaziabad Nagar Nigam,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Notish,"1,416",Nil,Nil,No,19-Jan-2026 09:00 AM,24-Jan-2026 03:30 PM,19-Jan-2026 09:00 AM,24-Jan-2026 03:00 PM,NA ,NA ,19-Jan-2026 09:00 AM,24-Jan-2026 03:00 PM,13-Feb-2026 12:00 PM,AOC,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1106881_46,106/Nirman/2025-26 Date 16.01.2026,Work of drain and interlocking tiles in the damaged street from Rupal Saree Centre to Manoj Kumar house in Ward-60 Shyampark Main.,1,5815235,H R BUILDERS,20-Jan-2026 03:50 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,ce,Internal,,Kuldeep Kumar Tamar,06-Jun-2026 04:32 PM,finsummary_2043313.pdf (1252.29 KB),Finance,Finance,narendra kumar chaudhary,13-Feb-2026 03:29 PM,,BOQ Comparative Chart,1.0,5816535.0,M/s Ranjeet Construction,INR,"751,723",Technical,Technical,narendra kumar chaudhary,24-Jan-2026 06:44 PM,,11-Jun-2026,"INR 751,723",3.0,narendra kumar chaudhary,11-Jun-2026 12:26 PM,46.pdf (293.00 KB),CE,Internal,,narendra kumar chaudhary,13-Feb-2026 11:50 AM,13-Feb-2026 12:00 PM,techsummary_2043313.pdf (561.10 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,2,5815289,H R ENTERPRISES,20-Jan-2026 04:35 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5822192,MALIK CONSTRUCTION,24-Jan-2026 02:58 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5821792,M/S AABAD CONSTRUCTION,24-Jan-2026 11:09 AM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5820302,M/S MOHAN CONSTUCTIONS,23-Jan-2026 04:02 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,5821637,M/S MOHIT CHOUDHARY,24-Jan-2026 08:46 AM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,5819929,M/S NIKHIL ASSOCIATES,23-Jan-2026 10:54 AM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,5816535,M/s Ranjeet Construction,21-Jan-2026 10:21 AM,Accepted-AOC,L1,11-Jun-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,5822195,M/S SHREE BALAJI ENTERPRISES,24-Jan-2026 01:17 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,5822356,RADHA KUNJ CONSTRUCTION,24-Jan-2026 02:43 PM,Rejected-Technical,all requried not complete,13-Feb-2026 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,11,5821636,Sarthak construction,24-Jan-2026 01:15 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,12,5821447,SHREEJI INFRAPROJECTS P LTD,24-Jan-2026 12:08 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,13,5821911,star enterprises,24-Jan-2026 11:38 AM,Rejected-Finance,l2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,14,5820871,TEJ CONSTRUCTION,23-Jan-2026 04:55 PM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,15,5819443,U P K V & SONS,24-Jan-2026 11:50 AM,Rejected-Finance,L2,06-Jun-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
