S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,6148029.0,Milind Choudhray Const.,INR,"874,935.35",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1135767_1,7052 B,Construction of cc road and nali from padam singh house to sanjay house for siddhart enclave at ward no. 33,1,6148029,Milind Choudhray Const.,28-May-2026 11:46 AM,Accepted-AOC,L1,25-Jun-2026 03:03 PM,25-Jun-2026,"INR 874,935.35",30.0,Sandeep kumar Misra,25-Jun-2026 03:03 PM,tech.pdf (23.00 KB),madanpal,Internal,,Sandeep kumar Misra,25-Jun-2026 03:01 PM,finsummary_2120542.pdf (22.89 KB),Technical,Admitted,Madan Pal,10-Jun-2026 01:22 PM,technical_2120542.pdf,MADANPAL,Internal,,Madan Pal,23-Jun-2026 04:09 PM,23-Jun-2026 04:10 PM,techsummary_2120542.pdf (23.34 KB),Finance,Admitted,Madan Pal,24-Jun-2026 08:43 AM,finance_2120542.pdf,BOQ Comparative Chart,AOC,"1,03,555",No,percentage,10.0%,Nil,Nil,15-Apr-2026 03:00 PM,29-May-2026 11:00 AM,15-Apr-2026 03:00 PM,28-May-2026 03:00 PM,NA ,NA ,15-Apr-2026 03:00 PM,28-May-2026 03:00 PM,23-Jun-2026 04:10 PM,Saharanpur Municipal Corporation Saharanpur UP,7052 B,2026_NNSAH_1135767_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Engineer nns,Chief Engineer nns,Construction of cc road and nali from padam singh house to sanjay house for siddhart enclave at ward no. 33,Construction of cc road and nali from padam singh house to sanjay house for siddhart enclave at ward no. 33,Please refer Tender documents. ,NA ,"10,35,549",Civil Works,NA ,Tender,90.0,30.0,Saharanpur,247001.0,NA ,NA ,NA ,NIRMAN VIBHAG,No ,No,"1,298",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,1.0,"Construction of cc road and nali from padam singh house to sanjay house for siddhart enclave at ward no. 33,",Date,,AOC
,,,,,,,,,2,6148701,rakam singh,28-May-2026 12:45 PM,Rejected-AOC,L5,25-Jun-2026 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,AOC
,,,,,,,,,3,6082474,SHRI BALAJI ENTERPRISES,28-May-2026 09:59 AM,Rejected-AOC,L2,25-Jun-2026 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6144538,YASH CONTRACTOR,26-May-2026 09:09 PM,Rejected-AOC,L3,25-Jun-2026 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6147786,YOGINDER SINGH RANA,28-May-2026 08:46 AM,Rejected-AOC,L4,25-Jun-2026 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
