Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1,FDR - Fixed Deposit,"57,203",Yes,fixed,,Executive Officer,Nagar Palika Parishad Kasganj,Directorate of Local Bodies UP||Nagar Palika Parishad Kasganj Kasganj,692/15Vitt/2026-2027RTender Date 20/04/2026,2026_DOLBU_1139570_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,21-Apr-2026 10:00 AM,28-Apr-2026 11:00 AM,21-Apr-2026 10:00 AM,27-Apr-2026 05:00 PM,NA ,NA ,21-Apr-2026 10:00 AM,27-Apr-2026 05:00 PM,11-May-2026 03:50 PM,"2,200",Executive Officer,Nagar Palika Parishad Kasganj,Yes,9/7 UG_II Kasba kasganj ke Ward 24 main Ramesh Daruga ke Makan se Bholi Kinnar ke makan tak Rubbar moulded sadak nail nirman karya,Kasba kasganj ke Ward 24 main Ramesh Daruga ke Makan se Bholi Kinnar ke makan tak Rubbar moulded sadak nail nirman karya,Please refer Tender documents. ,NA ,"5,72,036",Civil Works,NA ,Tender,90.0,90.0,N.P.P Kasganj ki seema ke antargat Nirman kary,207123.0,NA ,NA ,NA ,Nagar Palika Parishad Kasganj,No ,No,Executive Officer,Office Nagar Palika Parishad Kasganj Soron Gate Kasganj,AOC,Finance,Fbid,Vivek Tripathi,20-May-2026 04:03 PM,finance_2128101.pdf,BOQ Comparative Chart,EO NPP KASGANJ,Internal,NPP KASGANJ,Vivek Tripathi,11-May-2026 03:48 PM,11-May-2026 03:50 PM,techsummary_2128101.pdf (927.38 KB),Technical,T.BID,Vivek Tripathi,11-May-2026 02:26 PM,technical_2128101.pdf,Eo Npp Kasganj,Internal,three,Vivek Tripathi,21-May-2026 01:41 PM,finsummary_2128101.pdf (425.66 KB),09-Jun-2026,"INR 571,978",90.0,Vivek Tripathi,09-Jun-2026 12:25 PM,RT9.pdf (423.00 KB),AOC,1,6064979,harprasad tekedar,23-Apr-2026 06:23 PM,Rejected-Finance,rejected due to higher rates,21-May-2026 01:41 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Kasganj Kasganj,2026_DOLBU_1139570_9,692/15Vitt/2026-2027RTender Date 20/04/2026,9/7 UG_II Kasba kasganj ke Ward 24 main Ramesh Daruga ke Makan se Bholi Kinnar ke makan tak Rubbar moulded sadak nail nirman karya,1.0,6064903.0,ISHRAK ALI,INR,"571,978",AOC
2,Finance,.xls,Finance,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6064903,ISHRAK ALI,23-Apr-2026 05:50 PM,Accepted-AOC,AOC,09-Jun-2026 12:25 PM,,,,,,,,,,AOC
