Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE RED Jhansi,EE RED Jhansi,1.0,SBI Bank,"33,000",Yes,fixed,,Nil,Nil,Block Chirgaon Ke gram Karguwan mai Dwarika ke makan se nandu rajput ke plot tak CC Road ka Nirman,Block Chirgaon Ke gram Karguwan mai Dwarika ke makan se nandu rajput ke plot tak CC Road ka Nirman,Please refer Tender documents. ,NA ,"16,50,000",Civil Works,NA ,Tender,90.0,90.0,Block Chirgaon Ke gram Karguwan mai Dwarika ke mak,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,05-May-2026 10:00 AM,13-May-2026 03:30 PM,05-May-2026 10:00 AM,13-May-2026 12:00 PM,NA ,NA ,05-May-2026 10:00 AM,13-May-2026 12:00 PM,25-May-2026 04:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3946/EE/RED/Tender/25-26 Dt. 25.03.2026,2026_REDUP_1145309_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,sbd,"2,354",Nil,Nil,No,AOC,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,25-May-2026 03:11 PM,25-May-2026 04:00 PM,techsummary_2140770.pdf (232.19 KB),Finance,final,RAJNEESH KUMAR,18-Jun-2026 07:49 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,18-Jun-2026 07:51 PM,finsummary_2140770.pdf (320.92 KB),Technical,final,RAJNEESH KUMAR,25-May-2026 02:05 PM,,1.0,6093319.0,M/S ARYAN ENTERPRISES,INR,"1,520,240",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1145309_9,3946/EE/RED/Tender/25-26 Dt. 25.03.2026,Block Chirgaon Ke gram Karguwan mai Dwarika ke makan se nandu rajput ke plot tak CC Road ka Nirman,1,6093319,M/S ARYAN ENTERPRISES,11-May-2026 06:45 AM,Accepted-AOC,y,18-Jun-2026 07:54 PM,18-Jun-2026,"INR 1,520,240",90.0,RAJNEESH KUMAR,18-Jun-2026 07:55 PM,carguwan.pdf (43.00 KB),final,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6093386,M/S MAA SHAKUNTALA CONSTRUCTION,11-May-2026 07:13 AM,Rejected-Finance,n,18-Jun-2026 07:51 PM,,,,,,,,AOC
