Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
23-Feb-2026 12:00 PM,12-Mar-2026 12:30 PM,23-Feb-2026 12:00 PM,12-Mar-2026 12:00 PM,NA ,NA ,23-Feb-2026 12:00 PM,12-Mar-2026 12:00 PM,21-Mar-2026 04:49 PM,"34,500",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE HATHRAS,552/RED/2025-26/DT. 30.01.2026,2026_REDUP_1119152_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED HATHRAS,EE RED HATHRAS,1.0,Fee/PreQual/Technical,.pdf,nit,Construction work of brick flooring (Khadanja) from the paved road (Nagla Singhi turn) to the straw shed of the cowshed in village Lahara of development block Mursan.,Construction work of brick flooring (Khadanja) from the paved road (Nagla Singhi turn) to the straw shed of the cowshed in village Lahara of development block Mursan.,Please refer Tender documents. ,NA ,"17,07,000",Civil Works,NA ,Tender,90.0,90.0,Hathras,204101.0,NA ,NA ,NA ,EE RED HATHRAS,No ,No,AOC,EERED HATHRAS,Internal,"EE, AE, DAO",Ashok Sharma,04-Jun-2026 02:07 PM,finsummary_2080582.pdf (301.03 KB),Technical,Technical Bid,Ashok Sharma,16-Mar-2026 12:40 PM,technical_2080582.pdf,EERED HATHRAS,Internal,"EE, AE, DAO",Ashok Sharma,16-Mar-2026 12:46 PM,21-Mar-2026 12:00 PM,techsummary_2080582.pdf (356.33 KB),Finance,Financial Bid,Ashok Sharma,23-Mar-2026 03:21 PM,finance_2080582.pdf,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE HATHRAS,2026_REDUP_1119152_1,552/RED/2025-26/DT. 30.01.2026,Construction work of brick flooring (Khadanja) from the paved road (Nagla Singhi turn) to the straw shed of the cowshed in village Lahara of development block Mursan.,1.0,5966846.0,M/S LAVANIYA TRADERS,INR,"1,559,345",1,5965469,GAURI GOPAL CONSTRUCTION,11-Mar-2026 06:16 PM,Rejected-Finance,L3,04-Jun-2026 02:07 PM,04-Jun-2026,"INR 1,559,345",90.0,Ashok Sharma,04-Jun-2026 02:13 PM,LaharaBondCopy.pdf (173.00 KB),Tender,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,sbd,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5966846,M/S LAVANIYA TRADERS,12-Mar-2026 10:15 AM,Accepted-AOC,L1,04-Jun-2026 02:13 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5966192,SHANTI TRADERS,11-Mar-2026 11:54 PM,Rejected-Technical,Clause 3.1 (a) (i) of ITB,16-Mar-2026 12:46 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5965226,SHRI BANKEY BIHARI JI CONSTRUCTION COMPANY,11-Mar-2026 05:40 PM,Rejected-Finance,L2,04-Jun-2026 02:07 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5961937,SHRI RADHA ENTERPRISES,11-Mar-2026 08:00 PM,Rejected-Technical,Clause 3.1 (a) (i) of ITB,16-Mar-2026 12:46 PM,,,,,,,,AOC
