Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Earthwork in Construction of Harnakachhar Minor from Km. 0.965 to Km 1.400,Earthwork in Construction of Harnakachhar Minor from Km. 0.965 to Km 1.400,Please refer Tender Document ,NA ,,Civil Works,NA ,Tender,60.0,60.0,Vill-Harnakachhar Duddhi Sonbhadra,231208.0,NA ,NA ,NA ,EE KCD-2 Pipri Sonbhadra,No ,No,U P Irrigation Department (Civil)||Chief Engineer Kanhar Project- Mirzapur||Kanhar Construction Circle Pipri- Sonebhadra||Kanhar Construction Division II Pipri- Sonebhadra,01/EE/2026-27,2026_UPIDC_1145169_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"47,000",No,fixed,,Nil,Nil,04-May-2026 05:00 PM,15-May-2026 03:00 PM,05-May-2026 03:00 PM,15-May-2026 03:00 PM,NA ,NA ,05-May-2026 03:00 PM,15-May-2026 03:00 PM,05-Jun-2026 12:00 PM,Executive Engineer,Office of Executive Engineer Kanhar Constructin Division-2 Pipri Sonbhadra,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,AOC,DILIP KUMAR,Internal,VINOD KUMAR VIR BAHADUR SINGH,Dilip Kumar,06-Jun-2026 04:44 PM,finsummary_2140436.pdf (408.98 KB),Technical,All tenderer Admitted,Dilip Kumar,03-Jun-2026 04:54 PM,technical_2140436.pdf,DILIP KUMAR,Internal,VIR BAHADUR SINGH VINOD KUMAR,Dilip Kumar,03-Jun-2026 05:20 PM,05-Jun-2026 12:00 PM,techsummary_2140436.pdf (771.66 KB),Finance,All Financial Bid Admitted,Dilip Kumar,06-Jun-2026 04:10 PM,finance_2140436.pdf,BOQ Comparative Chart,1.0,6118202.0,M/S BADRI SINGH,INR,"1,092,105.12",U P Irrigation Department (Civil)||Chief Engineer Kanhar Project- Mirzapur||Kanhar Construction Circle Pipri- Sonebhadra||Kanhar Construction Division II Pipri- Sonebhadra,2026_UPIDC_1145169_1,01/EE/2026-27,Earthwork in Construction of Harnakachhar Minor from Km. 0.965 to Km 1.400,1,6118202,M/S BADRI SINGH,15-May-2026 02:15 PM,Accepted-AOC,L1,25-Jun-2026 05:40 PM,26-Jun-2026,"INR 1,092,105.12",60.0,Dilip Kumar,25-Jun-2026 05:39 PM,lot1.pdf (439.00 KB),L1 BIDDER,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6118138,M/S PRAGATI CONSTRUCTION,15-May-2026 02:44 PM,Rejected-AOC,L2,25-Jun-2026 05:40 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6117440,M/S S K ENTERPRISES,15-May-2026 11:17 AM,Rejected-AOC,L5,25-Jun-2026 05:40 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6116840,M/S UDAY NARAYAN DEV PANDEY,15-May-2026 01:58 PM,Rejected-AOC,L4,25-Jun-2026 05:40 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6117405,PANKAJ KUMAR GUPTA,15-May-2026 01:33 PM,Rejected-AOC,L3,25-Jun-2026 05:40 PM,,,,,,,,AOC
