S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,"1,416",Nil,Nil,No,Construction of RCC drain and CC road from Rakesh house to Diwakar and from Vishambar house to Shivkumar house in Ward-35 Akbarpur-Baharampur Sandeep Garden.,Construction of RCC drain and CC road from Rakesh house to Diwakar and from Vishambar house to Shivkumar house in Ward-35 Akbarpur-Baharampur Sandeep Garden.,Please refer Tender documents. ,NA ,"10,52,670",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"31,580",No,percentage,3.0%,Nil,Nil,29-Apr-2026 09:00 AM,15-May-2026 03:30 PM,29-Apr-2026 09:00 AM,15-May-2026 03:00 PM,NA ,NA ,29-Apr-2026 09:00 AM,15-May-2026 03:00 PM,30-May-2026 10:00 AM,CE,Ghaziabad Nagar Nigam,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,119/Nirman/2026-27 Date 22.04.2026,2026_DOLBU_1142879_28,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1142879_28,119/Nirman/2026-27 Date 22.04.2026,Construction of RCC drain and CC road from Rakesh house to Diwakar and from Vishambar house to Shivkumar house in Ward-35 Akbarpur-Baharampur Sandeep Garden.,1,6087236,JSB ENTERPRISES,04-May-2026 12:52 PM,Rejected-Finance,L2,25-Jun-2026 05:48 PM,1.0,6114049.0,PRAMOD KUMAR SINGHAL,INR,"894,769",Finance,Finance,narendra kumar chaudhary,30-May-2026 12:27 PM,,BOQ Comparative Chart,ce,Internal,,narendra kumar chaudhary,25-Jun-2026 05:48 PM,finsummary_2135763.pdf (450.87 KB),CE,Internal,,narendra kumar chaudhary,29-May-2026 04:41 PM,30-May-2026 10:00 AM,techsummary_2135763.pdf (494.40 KB),Technical,Techncial,Kuldeep Kumar Tamar,18-May-2026 12:34 PM,,25-Jun-2026,"INR 894,769",60.0,narendra kumar chaudhary,25-Jun-2026 05:51 PM,28119.pdf (451.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6113088,J S S CONSTRUCTION,13-May-2026 01:54 PM,Rejected-Finance,L2,25-Jun-2026 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6116749,M/S MAA PADMAWATI CONSTRUCTION,14-May-2026 08:46 PM,Rejected-Finance,L2,25-Jun-2026 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,6113318,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,13-May-2026 04:49 PM,Rejected-Finance,L2,25-Jun-2026 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,6114049,PRAMOD KUMAR SINGHAL,13-May-2026 07:38 PM,Accepted-AOC,L1,25-Jun-2026 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
