Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
13-Jun-2026,"INR 1,767,153",90.0,Gyanedra Kumar,12-Jun-2026 03:43 PM,1823_1.pdf (387.00 KB),1,6093713,KALIKA CONSTRUCTIONS,06-May-2026 02:45 PM,Rejected-Finance,Rejected,12-Jun-2026 03:39 PM,1.0,6093640.0,SHUBH ENTERPRISES,INR,"1,767,153",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE BARABANKI,2026_REDUP_1144329_1,1823/EE RED Barabanki/2025-27 Dt 31/03/2026,"Under District Barabanki, Installation of secure and systematic racks for the revenue records installed in the Collectorate located in District Barabanki, Lot No 1",Technical,Summary,Gyanendra Kumar,08-May-2026 10:30 AM,,Er Gyanendra Kumar EE RED Barabanki,Internal,,Gyanedra Kumar,12-Jun-2026 03:39 PM,finsummary_2137957.pdf (387.29 KB),Finance,Summary,Gyanedra Kumar,25-May-2026 04:08 PM,,BOQ Comparative Chart,Er Gyanendra Kumar EE RED Barabanki,Internal,,Gyanedra Kumar,15-May-2026 10:22 AM,20-May-2026 12:00 PM,techsummary_2137957.pdf (258.07 KB),AOC,01-May-2026 02:00 PM,07-May-2026 01:00 PM,01-May-2026 02:00 PM,07-May-2026 12:00 PM,NA ,NA ,01-May-2026 02:00 PM,07-May-2026 12:00 PM,20-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,EE RED Barabanki Vikas Bhawan Barabanki,EE RED Barabanki Vikas Bhawan Barabanki,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE BARABANKI,1823/EE RED Barabanki/2025-27 Dt 31/03/2026,2026_REDUP_1144329_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Barabanki, Installation of secure and systematic racks for the revenue records installed in the Collectorate located in District Barabanki, Lot No 1","Under District Barabanki, Installation of secure and systematic racks for the revenue records installed in the Collectorate located in District Barabanki, Lot No 1",Please refer Tender documents. ,NA ,"15,13,000",Civil Works,NA ,Tender,90.0,90.0,Barabanki,224001.0,EE RED Barabanki Vikas Bhawan Barabanki ,EE RED Barabanki Vikas Bhawan Barabanki  ,04-May-2026 11:00 AM ,EE RED Barabanki Vikas Bhawan Barabanki,No ,No,854.0,Nil,Nil,No,1.0,SBI Bank,"31,000",No,fixed,,Nil,Nil,AOC
,,,,,,2,6093640,SHUBH ENTERPRISES,06-May-2026 02:15 PM,Accepted-AOC,AoC,12-Jun-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
