Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,416",Nil,Nil,No,25-Feb-2026 02:00 PM,03-Mar-2026 03:30 PM,25-Feb-2026 02:00 PM,03-Mar-2026 03:00 PM,NA ,NA ,25-Feb-2026 02:00 PM,03-Mar-2026 03:00 PM,16-Apr-2026 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,City Zone Ward-22 Work of interlocking tiles on the side track of the road from Bhatia Road to the railway line via Shiv Mandir under Daulatpura flyover.,City Zone Ward-22 Work of interlocking tiles on the side track of the road from Bhatia Road to the railway line via Shiv Mandir under Daulatpura flyover.,Please refer Tender documents. ,NA ,"9,59,188",Civil Works,NA ,Tender,90.0,NA ,CE,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"28,776",No,percentage,3.0%,Nil,Nil,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,110/Nirman/2025-26 Date 21.02.2026,2026_DOLBU_1119907_35,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CE,Ghaziabad Nagar Nigam,1.0,SBI Bank,AOC,1.0,5941709.0,MODERN CONSTRUCTION COMPANY,INR,"815,309",Finance,Finance,narendra kumar chaudhary,16-Apr-2026 03:36 PM,,BOQ Comparative Chart,ce,Internal,,narendra kumar chaudhary,03-Jun-2026 01:08 PM,finsummary_2083061.pdf (373.51 KB),1,5942978,BALAJI CONSTRUUCTION,01-Mar-2026 06:46 PM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1119907_35,110/Nirman/2025-26 Date 21.02.2026,City Zone Ward-22 Work of interlocking tiles on the side track of the road from Bhatia Road to the railway line via Shiv Mandir under Daulatpura flyover.,03-Jun-2026,"INR 815,309",60.0,narendra kumar chaudhary,03-Jun-2026 01:11 PM,35110.pdf (374.00 KB),Technical,Technical,narendra kumar chaudhary,06-Mar-2026 06:57 PM,,CE,Internal,,narendra kumar chaudhary,16-Apr-2026 10:51 AM,16-Apr-2026 02:00 PM,techsummary_2083061.pdf (2547.96 KB),AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5941682,JPGOEL,02-Mar-2026 06:30 PM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5937447,JP SHAKTI CONSTRUCTION,27-Feb-2026 02:46 PM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5941709,MODERN CONSTRUCTION COMPANY,28-Feb-2026 07:01 PM,Accepted-AOC,L1,03-Jun-2026 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5945410,MS BUILDWELL,03-Mar-2026 11:55 AM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,5941882,M/S CHOUDHARY ASSOCIATES,01-Mar-2026 08:23 AM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,5941959,M/S G P ENTERPRISES,01-Mar-2026 08:48 AM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,5944655,N.K. CONSTRUCTIONS,03-Mar-2026 01:54 PM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,5940112,Pranava Infratech,02-Mar-2026 06:25 AM,Rejected-Technical,all requried not complete,16-Apr-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,5942767,RAQEEB CONTRACTOR,02-Mar-2026 08:32 AM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,11,5942868,R B S CONSTRUCTION COMPANY,02-Mar-2026 03:27 PM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,12,5936112,Sarthak construction,03-Mar-2026 08:35 AM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,13,5942003,URVASHI CEMENT UDYOG,02-Mar-2026 06:52 PM,Rejected-Finance,L2,03-Jun-2026 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
