Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,354",Nil,Nil,No,EARTH WORK IN SILT CLEARANCE OF GADWAR DRAIN FROM KM 0.000 TO KM 3.600,EARTH WORK IN SILT CLEARANCE OF GADWAR DRAIN FROM KM 0.000 TO KM 3.600,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,20.0,Ballia,277001.0,"E.E. Irrigation Division 1st, Ballia ","E.E. Irrigation Division 1st, Ballia ",22-May-2026 11:00 AM ,On line,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,"E.E. Irrigation Division 1st, Ballia","E.E. Irrigation Division 1st, Ballia",20-May-2026 09:00 AM,25-May-2026 01:00 PM,20-May-2026 10:00 AM,25-May-2026 10:00 AM,NA ,NA ,20-May-2026 10:00 AM,25-May-2026 10:00 AM,08-Jun-2026 04:30 PM,"10,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia||ID-1, ballia",01/E.E/2026-27,2026_UPIDC_1150356_11,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC,Finance,As Upload,Rakesh Kumar,12-Jun-2026 02:17 PM,finance_2154018.pdf,BOQ Comparative Chart,Rakesh kumar,Internal,S. Maitre,Rakesh Kumar,12-Jun-2026 02:28 PM,finsummary_2154018.pdf (322.11 KB),1.0,6139515.0,MANOJ KUMAR SINGH,INR,"211,459",1,6139928,AMAR NATH SINGH,25-May-2026 09:29 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Jun-2026 03:18 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia||ID-1, ballia",2026_UPIDC_1150356_11,01/E.E/2026-27,EARTH WORK IN SILT CLEARANCE OF GADWAR DRAIN FROM KM 0.000 TO KM 3.600,Rakesh Kumar,Internal,Sanjay Matery,Rakesh Kumar,08-Jun-2026 03:22 PM,08-Jun-2026 04:30 PM,techsummary_2154018.pdf (61.31 KB),12-Jun-2026,"INR 211,459",20.0,Rakesh Kumar,12-Jun-2026 02:47 PM,02.pdf (370.00 KB),As Upload,Technical,As uploaded,Rakesh Kumar,08-Jun-2026 03:18 PM,technical_2154018.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6139515,MANOJ KUMAR SINGH,25-May-2026 02:00 AM,Accepted-AOC,L1,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6139339,MISHRA ENTERPRISES,24-May-2026 06:44 PM,Rejected-AOC,L6,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,6131068,M/s Bright Star Constructions,24-May-2026 10:13 PM,Rejected-AOC,L4,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,6138866,M/S NISHANT CONSTRUCTION,24-May-2026 03:02 PM,Rejected-AOC,L5,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,6139806,M/S OM CONSTRUCTION,25-May-2026 07:05 AM,Rejected-AOC,L3,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,6139388,M/S SUGANDHI VERMA,24-May-2026 07:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Jun-2026 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,6138778,RAJMANGAL YADAW,24-May-2026 07:29 PM,Rejected-AOC,L9,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,6139797,RAMNATH SINGH THIKEDAR,25-May-2026 06:25 AM,Rejected-AOC,L7,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,6138878,SHANKAR DAYAL SINGH,24-May-2026 02:34 PM,Rejected-AOC,L8,12-Jun-2026 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
