Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
30-May-2026 02:20 PM,02-Jun-2026 04:00 PM,30-May-2026 02:20 PM,02-Jun-2026 03:00 PM,NA ,NA ,30-May-2026 02:20 PM,02-Jun-2026 03:00 PM,"98,648",Yes,percentage,10.0%,Nil,Nil,1.0,SBI Bank,"Chief Engineer, KNN","Chief Engineer office, KNN, Motijheel",1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Affidavit of pending works on Rs. 100 stamp,Supply of M.S. pipe on damaged dot nala from Shrishti Car Accessories Harsh Nagar to Krishna Car Decor Harsh Nagar under ward-05 Jawahar nagar and ward-37 Ashok nagar in zone-4.,Supply of M.S. pipe on damaged dot nala from Shrishti Car Accessories Harsh Nagar to Krishna Car Decor Harsh Nagar under ward-05 Jawahar nagar and ward-37 Ashok nagar in zone-4.,Please refer Tender documents. ,NA ,"9,86,480",Civil Works,NA ,Tender,90.0,45.0,ward-05 and ward-37,208001.0,NA ,NA ,NA ,"Executive Engineer Office, Motijheel, Kanpur",No ,No,"1,180",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",129/AA-4/26-27,2026_NNKAN_1155654_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Jr. Engg., Exe. Engg.",Internal,"Jr. Engg., Exe. Engg.",MEENAKSHI AGARWAL,04-Jun-2026 10:39 AM,techsummary_2164951.pdf (215.11 KB),"Jr. Engg., Exe. Engg.",Internal,"Jr. Engg., Exe. Engg.",MEENAKSHI AGARWAL,04-Jun-2026 10:51 AM,finsummary_2164951.pdf (401.12 KB),Finance,Bids submitted,MEENAKSHI AGARWAL,02-Jun-2026 05:53 PM,finance_2164951.pdf,BOQ Comparative Chart,04-Jun-2026,"INR 956,787",45.0,MEENAKSHI AGARWAL,12-Jun-2026 09:13 PM,1155654_AOC.pdf (235.00 KB),AOC issue,1.0,6159716.0,BS INFRA PROJECTS,INR,"956,787","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1155654_1,129/AA-4/26-27,Supply of M.S. pipe on damaged dot nala from Shrishti Car Accessories Harsh Nagar to Krishna Car Decor Harsh Nagar under ward-05 Jawahar nagar and ward-37 Ashok nagar in zone-4.,1,6159716,BS INFRA PROJECTS,01-Jun-2026 05:15 PM,Accepted-AOC,AOC issue,12-Jun-2026 09:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6161847,SHIFA CONSTRUCTION CO.,02-Jun-2026 12:20 PM,Rejected-Finance,L2 Bidder,04-Jun-2026 10:51 AM,AOC
