S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6151113.0,KRISHNA CONSTRUCTION,INR,"363,438.2",Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,2026_DOLBU_1150914_4,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,WORK NO 04,1.0,6151113.0,KRISHNA CONSTRUCTION,29-May-2026 12:19 PM,Accepted-AOC,L1,03-Jun-2026 05:00 PM,03-Jun-2026,"INR 363,438.2",10.0,Vinay Kumar Mishra,03-Jun-2026 05:00 PM,04.pdf (361.00 KB),MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,03-Jun-2026 11:07 AM,finsummary_2155586.pdf (298.19 KB),Technical,Send for Technical Evolution,Vinay Kumar Mishra,30-May-2026 05:17 PM,,MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,31-May-2026 01:19 PM,01-Jun-2026 09:00 AM,techsummary_2155586.pdf (253.71 KB),Finance,Three bidders participated in this tender all submitted for Financial Evaluation,Rajan haudhary,01-Jun-2026 10:46 AM,,BOQ Comparative Chart,AOC,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Please Refer Tender Documents,430.0,EO,MUBARAKPUR,No,20-May-2026 02:15 PM,30-May-2026 04:30 PM,20-May-2026 02:15 PM,30-May-2026 04:00 PM,NA ,NA ,20-May-2026 02:30 PM,30-May-2026 04:00 PM,01-Jun-2026 09:00 AM,EXCUTIVE OFFICER,NPP MUBARAKPUR,WORK NO 04,WORK NO 04,Please refer Tender documents. ,NA ,"3,63,802",Civil Works,NA ,Tender,10.0,10.0,MUBARAKPUR,276404.0,NA ,NA ,NA ,NPP MUBARAKPUR,No ,No,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,2026_DOLBU_1150914_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"36,380",No,percentage,10.0%,EO,MUBARAKPUR,AOC
,,,,,,,,,2.0,6150985.0,RAM PRASAD YADAV,29-May-2026 11:36 AM,Rejected-Finance,L3,03-Jun-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,6151732.0,s k construction,29-May-2026 07:33 PM,Rejected-Finance,L2,03-Jun-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
