Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
29-Jun-2026,"INR 61,205.75",10.0,Narsingh Ram,29-Jun-2026 02:12 PM,6.pdf (390.00 KB),1,6152812,KAMAL NARAYAN SINGH,29-May-2026 08:52 PM,Rejected-Finance,L2,29-Jun-2026 02:11 PM,1.0,6153581.0,M/S UDAI CONSTRUCTION,INR,"61,205.75","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2026_UPIDC_1151447_1,01/AEIV/2026-27 Lot 06,EARTH WORK IN CLEARANCE OF BISHUNPUR BASWAT DRAIN FROM KM. 0.000 TO KM. 1.800,Technical,ok,Narsingh Ram,31-May-2026 02:50 PM,technical_2156768.pdf,NARSINGH RAM,Internal,,Narsingh Ram,29-Jun-2026 02:11 PM,finsummary_2156768.pdf (199.71 KB),Finance,ok,Narsingh Ram,29-Jun-2026 02:08 PM,finance_2156768.pdf,BOQ Comparative Chart,NARSINGH RAM,Internal,,Narsingh Ram,31-May-2026 03:57 PM,01-Jun-2026 09:00 AM,techsummary_2156768.pdf (196.12 KB),AOC,ASSISTANT ENGINEER IV SSK36 JAUNPUR,ASSISTANT ENGINEER IV SSK36 JAUNPUR,23-May-2026 11:00 AM,30-May-2026 02:00 PM,23-May-2026 11:00 AM,30-May-2026 01:00 PM,NA ,NA ,23-May-2026 11:00 AM,30-May-2026 01:00 PM,01-Jun-2026 09:00 AM,1,Fee/PreQual/Technical,.pdf,Technical,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",01/AEIV/2026-27 Lot 06,2026_UPIDC_1151447_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EARTH WORK IN CLEARANCE OF BISHUNPUR BASWAT DRAIN FROM KM. 0.000 TO KM. 1.800,EARTH WORK IN CLEARANCE OF BISHUNPUR BASWAT DRAIN FROM KM. 0.000 TO KM. 1.800,Please refer Tender documents. ,NA ,"78,000",Civil Works,NA ,Tender,90.0,10.0,ASSISTANT ENGINEER IV SSK36 JAUNPUR,222002.0,NA ,NA ,NA ,ASSISTANT ENGINEER IV SSK36 JAUNPUR,No ,No,"1,560",Yes,fixed,,Nil,Nil,649.0,Nil,Nil,No,AOC
,,,,,,2,6153581,M/S UDAI CONSTRUCTION,30-May-2026 09:50 AM,Accepted-AOC,L1,29-Jun-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
