Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1134876_1,07/SE/E-TENDER/2026-27,"VARIOUS WORK AT SOUTH ASIA REGIONAL CENTER BRANCH OF INTERNATIONAL POTATO CENTER PERU ESTABLISHMENT IN GOVERNMENT HORTICULTURE POTATO FARM SINGNA, AGRA, COMPOSITE PROJECT LINK WITH CIP CENTER, DISTRICT AGRA (U.P.)",1.0,6062463.0,YASHIKA CONSTRUCTION COMPANY,INR,"31,054,170",1,6052663,M/s B.N. GOEL AND COMPANY,18-Apr-2026 03:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2026 01:45 PM,14-May-2026,"INR 31,054,170",120.0,NAGENDRA YADAV,04-Jun-2026 11:45 AM,07.pdf (148.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",ARUN YADAV,30-Apr-2026 10:56 AM,finsummary_2118679.pdf (296.11 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,29-Apr-2026 01:45 PM,technical_2118679.pdf,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,29-Apr-2026 01:47 PM,29-Apr-2026 02:00 PM,techsummary_2118679.pdf (296.14 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,ARUN YADAV,30-Apr-2026 10:43 AM,finance_2118679.pdf,BOQ Comparative Chart,AOC,"6,22,700",No,fixed,,EE,AGRA,1.0,BG - Bank Guarantee,09-Apr-2026 11:00 AM,24-Apr-2026 10:00 AM,09-Apr-2026 11:00 AM,23-Apr-2026 05:00 PM,NA ,NA ,09-Apr-2026 11:00 AM,23-Apr-2026 05:00 PM,29-Apr-2026 02:00 PM,"8,850",EE,AGRA,No,"VARIOUS WORK AT SOUTH ASIA REGIONAL CENTER BRANCH OF INTERNATIONAL POTATO CENTER PERU ESTABLISHMENT IN GOVERNMENT HORTICULTURE POTATO FARM SINGNA, AGRA, COMPOSITE PROJECT LINK WITH CIP CENTER, DISTRICT AGRA (U.P.)","VARIOUS WORK AT SOUTH ASIA REGIONAL CENTER BRANCH OF INTERNATIONAL POTATO CENTER PERU ESTABLISHMENT IN GOVERNMENT HORTICULTURE POTATO FARM SINGNA, AGRA, COMPOSITE PROJECT LINK WITH CIP CENTER, DISTRICT AGRA (U.P.)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,"SINGNA, AGRA",282007.0,NA ,NA ,NA ,AGRA,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,07/SE/E-TENDER/2026-27,2026_UPRNS_1134876_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,6064607,M/S SHISHU PRATAP SINGH CONTRACTOR,23-Apr-2026 03:42 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,30-Apr-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6052020,Sapna Associates,22-Apr-2026 08:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6064580,SHRI KRISHNA ASSOCIATES,23-Apr-2026 03:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6062463,YASHIKA CONSTRUCTION COMPANY,23-Apr-2026 03:32 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,04-Jun-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
