Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Lucknow)||GM, Gomti Pollution Control Unit, Lucknow||PM Peyjal (2nd) Lucknow",2026_UPJNM_1131262_1,"221/M-14/17, dt 25-03-2026","Supply, laying and jointing of 100 mm dia DI K 7 pipe at DEFENSE INDUSTRIAL CORRIDOR LUCKNOW NODE, UPEIDA, LUCKNOW",1.0,6034666.0,VAIBHAV ENTERPRISES,INR,"6,275,637.98",1,6034598,AWASTHI TRADERS,07-Apr-2026 01:21 PM,Rejected-Finance,Second Lowest,01-Jun-2026 11:59 AM,01-Jun-2026,"INR 6,275,637.98",90.0,MANOJ KUMAR SINGH,01-Jun-2026 12:03 PM,UpeidaLOA.pdf (531.00 KB),LOA,Executive Engineer,Internal,"Executive Engineer, Assistant Engineer, Divisional Accountant and Junior Engineer Technical",MANOJ KUMAR SINGH,23-May-2026 11:54 AM,25-May-2026 04:00 PM,techsummary_2110618.pdf (313.92 KB),Finance,Financial Open Summary,MANOJ KUMAR SINGH,01-Jun-2026 11:52 AM,finance_2110618.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Assistant Engineer, J.E. T, Divisional Accountant",MANOJ KUMAR SINGH,01-Jun-2026 11:59 AM,finsummary_2110618.pdf (199.65 KB),Technical,Technical Summary,MANOJ KUMAR SINGH,23-May-2026 11:46 AM,technical_2110618.pdf,AOC,"1,28,000",No,fixed,,Ex. En. Const. Div. UPJN Urban Hardoi,Ex. En. Const. Div. UPJN Urban Hardoi,"5,900",Ex. En. Const. Div. UPJN Urban Hardoi,Ex. En. Const. Div. UPJN Urban Hardoi,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,28-Mar-2026 05:10 PM,07-Apr-2026 04:00 PM,28-Mar-2026 05:15 PM,07-Apr-2026 02:00 PM,NA ,NA ,28-Mar-2026 05:20 PM,07-Apr-2026 02:00 PM,25-May-2026 04:00 PM,Exe.En. C.D. UPJN Urban Hardoii,Exe.En. C.D. UPJN Urban Hardoii,1.0,BG - Bank Guarantee,"Supply, laying and jointing of 100 mm dia DI K 7 pipe at DEFENSE INDUSTRIAL CORRIDOR LUCKNOW NODE, UPEIDA, LUCKNOW","Supply, laying and jointing of 100 mm dia DI K 7 pipe at DEFENSE INDUSTRIAL CORRIDOR LUCKNOW NODE, UPEIDA, LUCKNOW",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,90.0,DEFENSE INDUSTRIAL CORRIDOR LUCKNOW NODE UPEIDA,226401.0,NA ,NA ,NA ,Exe.En. C.D. UPJN Urban Hardoii,No ,No,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Lucknow)||GM, Gomti Pollution Control Unit, Lucknow||PM Peyjal (2nd) Lucknow","221/M-14/17, dt 25-03-2026",2026_UPJNM_1131262_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,6034653,DEEP CONSTRUCTION,07-Apr-2026 01:51 PM,Rejected-Technical,Disqualified due to Document of Bid Validaity and Declaration form 1 C,23-May-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,Financial Document,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6034672,DINESH SHANKAR TIWARI,07-Apr-2026 01:48 PM,Rejected-Technical,Disqualified due to Not Submitted Original EMD,23-May-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6029503,M/s SHREE ENTERPRISES,04-Apr-2026 04:42 PM,Rejected-Technical,Disqualified due to Document of Bid Validaity and Declaration form 1 C,23-May-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6034687,M/s Vaibhav Enterprises,07-Apr-2026 01:56 PM,Rejected-Technical,Disqualified due to Turn over and Bidcapacity,23-May-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6034666,VAIBHAV ENTERPRISES,07-Apr-2026 01:40 PM,Accepted-AOC,First Lowest,01-Jun-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
