Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Evaluation Letter,DILIP KUMAR,18-Apr-2026 04:51 PM,finance_2117432.pdf,BOQ Comparative Chart,02-Jun-2026,"INR 980,474",30.0,DILIP KUMAR,02-Jun-2026 05:43 PM,888.pdf (662.00 KB),AOC for Acceptance No 888 date 21.05.2026,1.0,6041807.0,M/S A.V.S. TRADERS,INR,"980,474",Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1134223_8,631/E-Tender/2025-26 dt. 01.04.2026,Kalidas Marg sthit Awas No.-5 me vibhinn furniture sambandhi samagri uplabdh karane ka karya.,1,6041807,M/S A.V.S. TRADERS,12-Apr-2026 07:08 PM,Accepted-AOC,Financial bid is accepted at the Price Rs. 980474.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,02-Jun-2026 05:43 PM,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,02-Jun-2026 05:36 PM,techsummary_2117432.pdf (2524.74 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,02-Jun-2026 05:40 PM,finsummary_2117432.pdf (2524.74 KB),AOC,"99,500",No,fixed,,Nil,Nil,Kalidas Marg sthit Awas No.-5 me vibhinn furniture sambandhi samagri uplabdh karane ka karya.,Kalidas Marg sthit Awas No.-5 me vibhinn furniture sambandhi samagri uplabdh karane ka karya.,Please refer Tender documents. ,NA ,"9,95,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,09-Apr-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,All tender documents scan original copies,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,1.0,SBI Bank,860.0,Nil,Nil,No,08-Apr-2026 09:00 AM,13-Apr-2026 12:30 PM,08-Apr-2026 09:00 AM,13-Apr-2026 12:00 PM,NA ,NA ,08-Apr-2026 09:00 AM,13-Apr-2026 12:00 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,631/E-Tender/2025-26 dt. 01.04.2026,2026_PWDBL_1134223_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6041808,M/S KARMA ENTERPRISES,12-Apr-2026 07:05 PM,Rejected-Finance,Financial bid Rejected due to L2,02-Jun-2026 05:40 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
