Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
01-Jun-2026,"INR 3,637,475.19",90.0,Satyaprakash Mishra,01-Jun-2026 07:37 PM,madhwa.pdf (1261.00 KB),AWARD OF CONTRACT,1,6101069,ABHISHEK ASSOCIATE,09-May-2026 03:47 PM,Accepted-AOC,accepted,01-Jun-2026 07:37 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1145912_1,Notice No. 20 date 06-04-2026,Madhwapur Rishijan ke ghar se Triveni Apartment to kal Bhairav mandir to Triveni Apartment to hospital tak road and nali nirman and kacchi sulabh complex wali road ka rest work and anamika chaudhri ke ghar ke paas interlocking karya,1.0,6101069.0,ABHISHEK ASSOCIATE,INR,"3,637,475.19",Finance,d,Satyaprakash Mishra,01-Jun-2026 06:46 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,30-May-2026 01:48 PM,01-Jun-2026 03:00 PM,techsummary_2142479.pdf (367.54 KB),Technical,d,Satyaprakash Mishra,16-May-2026 02:29 PM,,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,01-Jun-2026 07:30 PM,finsummary_2142479.pdf (1261.49 KB),AOC,"2,500",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,pdf,1.0,SBI Bank,"73,000",No,fixed,,Nil,Nil,06-May-2026 03:30 PM,15-May-2026 02:00 PM,06-May-2026 03:30 PM,15-May-2026 12:00 PM,NA ,NA ,06-May-2026 03:30 PM,15-May-2026 12:00 PM,01-Jun-2026 03:00 PM,1.0,Corrigendum date,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 20 date 06-04-2026,2026_REDUP_1145912_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Madhwapur Rishijan ke ghar se Triveni Apartment to kal Bhairav mandir to Triveni Apartment to hospital tak road and nali nirman and kacchi sulabh complex wali road ka rest work and anamika chaudhri ke ghar ke paas interlocking karya,Madhwapur Rishijan ke ghar se Triveni Apartment to kal Bhairav mandir to Triveni Apartment to hospital tak road and nali nirman and kacchi sulabh complex wali road ka rest work and anamika chaudhri ke ghar ke paas interlocking karya,Please refer Tender documents. ,NA ,"36,47,000",Civil Works,NA ,Tender,90.0,90.0,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,eeredallahabad,eeredallahabad,AOC
,,,,,,,2,6101115,GAURAV ASSOCIATE,09-May-2026 03:57 PM,Rejected-Finance,Higher,01-Jun-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
