Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
16-Jun-2026,"INR 3,321,201.31",90.0,Avinash Kumar,17-Jun-2026 11:35 AM,BidFoundsuccessfull.pdf (19.00 KB),1,6132915,M/S DIVYANSHU CONSTRUCTION,21-May-2026 09:11 AM,Rejected-Finance,L2,16-Jun-2026 11:34 AM,1.0,6132581.0,SHREE JEE ENTERPRISES,INR,"3,321,201.31",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,2026_REDUP_1149154_3,124/EERED/TENDER/2026-27/ Dt 07-05-2026,03 GRAM YAARPUR MAI SHIVCHARAN KE MAKAN SE RAJPAL KABOOL KE MAKAN TAK INTERLOCKING NIRMAN KARYA.,Finance,OK,Parmod Kumar,02-Jun-2026 01:53 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Avinash Kumar,02-Jun-2026 01:31 PM,02-Jun-2026 01:35 PM,techsummary_2151260.pdf (76.33 KB),Technical,ok,Parmod Kumar,22-May-2026 04:13 PM,technical_2151260.pdf,Executive Engineer,Internal,,Avinash Kumar,16-Jun-2026 11:34 AM,finsummary_2151260.pdf (413.04 KB),AOC,16-May-2026 10:00 AM,22-May-2026 12:30 PM,16-May-2026 10:00 AM,21-May-2026 10:30 AM,NA ,NA ,16-May-2026 10:00 AM,21-May-2026 10:30 AM,02-Jun-2026 01:35 PM,1.0,SBI Bank,EE RED SHAMLI,EE RED OFFICE SHAMLI,"68,000",No,fixed,,Nil,Nil,"2,714",Nil,Nil,No,03 GRAM YAARPUR MAI SHIVCHARAN KE MAKAN SE RAJPAL KABOOL KE MAKAN TAK INTERLOCKING NIRMAN KARYA.,03 GRAM YAARPUR MAI SHIVCHARAN KE MAKAN SE RAJPAL KABOOL KE MAKAN TAK INTERLOCKING NIRMAN KARYA.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,SHAMLI,247776.0,NA ,NA ,NA ,EE RED OFFICE SHAMLI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,124/EERED/TENDER/2026-27/ Dt 07-05-2026,2026_REDUP_1149154_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Docoments,AOC
,,,,,,2,6132581,SHREE JEE ENTERPRISES,21-May-2026 08:12 AM,Accepted-AOC,L1,17-Jun-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,AOC
