Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE RED Jhansi,EE RED Jhansi,1.0,date3,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3835/EE/Tender/25-26 Dated 17.03.2026,2026_REDUP_1141235_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Nagar Nigam Jhansi ward no. 13 Subodh Singh ke makan se Christrian Boundry ki aur apex sadak abam nali nirman karya.,Nagar Nigam Jhansi ward no. 13 Subodh Singh ke makan se Christrian Boundry ki aur apex sadak abam nali nirman karya.,Please refer Tender documents. ,NA ,"28,70,000",Civil Works,NA ,Tender,90.0,90.0,Nagar Nigam Jhansi ward no. 13 Subodh Singh ke mak,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"58,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,24-Apr-2026 02:00 PM,08-May-2026 12:30 PM,24-Apr-2026 02:00 PM,08-May-2026 12:00 PM,NA ,NA ,24-Apr-2026 02:00 PM,08-May-2026 12:00 PM,20-May-2026 12:30 PM,"2,354",Nil,Nil,No,1.0,SBI Bank,AOC,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,02-Jun-2026 04:17 PM,finsummary_2131147.pdf (471.92 KB),Technical,FINAL,Chaman Srivastava,15-May-2026 12:12 PM,technical_2131147.pdf,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,15-May-2026 12:19 PM,20-May-2026 12:30 PM,techsummary_2131147.pdf (258.84 KB),Finance,final,RAJNEESH KUMAR,02-Jun-2026 04:14 PM,,BOQ Comparative Chart,1.0,6069592.0,M/S GIRI CONSTRUCTION,INR,"2,948,501",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1141235_5,3835/EE/Tender/25-26 Dated 17.03.2026,Nagar Nigam Jhansi ward no. 13 Subodh Singh ke makan se Christrian Boundry ki aur apex sadak abam nali nirman karya.,1,6069592,M/S GIRI CONSTRUCTION,29-Apr-2026 09:24 AM,Accepted-AOC,y,02-Jun-2026 04:19 PM,02-Jun-2026,"INR 2,948,501",90.0,RAJNEESH KUMAR,02-Jun-2026 04:19 PM,nagarnigamsubodh.pdf (472.00 KB),final,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6069606,SANJAY AGARWAL,29-Apr-2026 09:37 AM,Rejected-Finance,n,02-Jun-2026 04:17 PM,,,,,,,,AOC
