S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,05-May-2026 06:55 PM,19-May-2026 12:30 PM,05-May-2026 06:55 PM,18-May-2026 12:00 PM,NA ,NA ,05-May-2026 06:55 PM,18-May-2026 12:00 PM,28-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"Under District Gorakhpur, Construction of Road from village Baupar, Dharshi Marg Baupar is a CC from Baupar Brick Industry to Primary School Ranipar Road construction work, Lot No 19","Under District Gorakhpur, Construction of Road from village Baupar, Dharshi Marg Baupar is a CC from Baupar Brick Industry to Primary School Ranipar Road construction work, Lot No 19",Please refer Tender documents. ,NA ,"72,31,000",Civil Works,NA ,Tender,90.0,NA ,Gorakhpur,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",11-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,05/SE RED Gorakhpur/Gorakhpur/26-27 Dt 02/04/2026,2026_REDUP_1145572_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","1,44,620",No,percentage,2.0%,Nil,Nil,"2,714",Nil,Nil,No,AOC,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,15-Jun-2026 09:43 AM,finsummary_2141686.pdf (884.62 KB),Finance,Summary,Dileep Shukla,29-May-2026 01:47 PM,,BOQ Comparative Chart,1.0,6114286.0,M/s Anil Singh,INR,"8,358,890.07",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1145572_19,05/SE RED Gorakhpur/Gorakhpur/26-27 Dt 02/04/2026,"Under District Gorakhpur, Construction of Road from village Baupar, Dharshi Marg Baupar is a CC from Baupar Brick Industry to Primary School Ranipar Road construction work, Lot No 19",1,6114286,M/s Anil Singh,15-May-2026 05:59 PM,Accepted-AOC,AOC,15-Jun-2026 10:12 AM,Er D K Shukla SE RED Gorakhpur Circle,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Vivek Priya EE RED Gorakhpur, Er P K Bharti EE RED Maharajganj, Mr Katyayani Prasad DAO RED Gorakhpur",Dileep Shukla,24-May-2026 10:34 AM,28-May-2026 12:00 PM,techsummary_2141686.pdf (1738.99 KB),15-Jun-2026,"INR 8,358,890.07",270.0,Dileep Shukla,15-Jun-2026 10:12 AM,05_19.pdf (885.00 KB),Technical,Summary,Dileep Shukla,19-May-2026 02:43 PM,,AOC
,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6111529,M/S BUDDHI SAGAR SINGH,15-May-2026 02:35 PM,Rejected-Finance,Rejected,15-Jun-2026 09:43 AM,,,,,,,,,,,,,,,,,,,AOC
