Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
06-Jun-2026,"INR 734,241.75",10.0,SHARAD KUMAR,12-Jun-2026 11:08 AM,lokepurdos.pdf (284.00 KB),BED CLEARANCE OF LOKEPUR ESCAPE BETWEEN KM 0.000 TO KM 7.900,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-16, sultanpur",2026_UPIDC_1153066_2,02/EE/26-27 DT 18.05.26,BED CLEARANCE OF LOKEPUR ESCAPE BETWEEN KM 0.000 TO KM 7.900,1.0,6153488.0,M/S KRISHNA CONSTRUCTION,INR,"734,241.75",1,6153503,A K CONSTRUCTION COMPANY,31-May-2026 08:54 AM,Rejected-Technical,ALL REQUIRED DOCUMENT NOT ATTACHED AS PER TENDER NOTICE.,03-Jun-2026 02:41 PM,Technical,03 BIDS FOUND SUBMITTED AND FORWARDED FOR TECHNICAL EVALUATION.,SHARAD KUMAR,02-Jun-2026 10:48 AM,technical_2162071.pdf,SHARAD KUMAR,Internal,VIRENDRA SINGH,SHARAD KUMAR,04-Jun-2026 11:05 AM,finsummary_2162071.pdf (346.08 KB),Finance,02 BIDS FOUND CORRECT AND FORWARDED FOR FINANCIAL EVALUATION,SHARAD KUMAR,04-Jun-2026 10:59 AM,finance_2162071.pdf,BOQ Comparative Chart,SHARAD KUMAR,Internal,VIRENDRA SINGH,SHARAD KUMAR,03-Jun-2026 02:41 PM,03-Jun-2026 02:45 PM,techsummary_2162071.pdf (346.08 KB),AOC,1.0,SBI Bank,27-May-2026 09:00 AM,01-Jun-2026 01:00 PM,27-May-2026 09:00 AM,01-Jun-2026 12:00 PM,NA ,NA ,27-May-2026 09:00 AM,01-Jun-2026 12:00 PM,03-Jun-2026 02:45 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-16, sultanpur",02/EE/26-27 DT 18.05.26,2026_UPIDC_1153066_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BED CLEARANCE OF LOKEPUR ESCAPE BETWEEN KM 0.000 TO KM 7.900,"94,000",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER SHARDA SAHAYAK KHAND 16 SULTANP,EXECUTIVE ENGINEER SHARDA SAHAYAK KHAND 16 SULTANPUR,BED CLEARANCE OF LOKEPUR ESCAPE BETWEEN KM 0.000 TO KM 7.900,BED CLEARANCE OF LOKEPUR ESCAPE BETWEEN KM 0.000 TO KM 7.900,Please refer Tender documents. ,NA ,"9,36,045",Civil Works - Canal,NA ,Rate Contract,90.0,10.0,SULTANPUR,228001.0,OFFICE Executive Engineer Sharda Shayak Khand-16 S ,OFFICE OF EXECUTIVE ENGINEER SHARDA SAHAYAK KHAND 16 SULTANPUR  ,29-May-2026 11:00 AM ,EXECUTIVE ENGINEER SHARDA SAHAYAK KHAND 16 SULTANP,No ,No,354.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2,6153488,M/S KRISHNA CONSTRUCTION,31-May-2026 09:25 AM,Accepted-AOC,LOWEST BIDDER,12-Jun-2026 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BED CLEARANCE OF LOKEPUR ESCAPE BETWEEN KM 0.000 TO KM 7.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6158013,RAMPRASAD THEKEDAR,01-Jun-2026 11:21 AM,Rejected-Finance,BID HIGHER THAN OTHER,04-Jun-2026 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
