S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,765.0,Nil,Nil,No,09-May-2026 09:00 AM,15-May-2026 11:00 AM,09-May-2026 09:00 AM,14-May-2026 06:00 PM,NA ,NA ,09-May-2026 09:00 AM,14-May-2026 06:00 PM,21-May-2026 11:00 AM,"23,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Documents,Block Khajuha Ke Gram Gaura Me Bhole Baba Mandir Se Ramjanki Mandir Tak CC Road Nirman.,Block Khajuha Ke Gram Gaura Me Bhole Baba Mandir Se Ramjanki Mandir Tak CC Road Nirman.,PREFIRED NIT ,NA ,"11,20,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,11-May-2026 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,EE RED FATEHPUR,VIKAS BHAWAN FATEHPUR,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,37/RED/E-Tender/2026-27 Date 10-04-2026,2026_REDUP_1145181_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,6113711.0,M/s ARUN KUMAR SHUKLA,INR,"1,116,281","DAO, AE, EE",Internal,,VIKAS KUREEL,22-May-2026 04:26 PM,finsummary_2140487.pdf (287.41 KB),Finance,Summary,VIKAS KUREEL,22-May-2026 11:13 AM,,BOQ Comparative Chart,1.0,6113711.0,M/s ARUN KUMAR SHUKLA,13-May-2026 11:41 PM,Accepted-AOC,AWARDED,25-Jun-2026 01:37 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2026_REDUP_1145181_12,37/RED/E-Tender/2026-27 Date 10-04-2026,Block Khajuha Ke Gram Gaura Me Bhole Baba Mandir Se Ramjanki Mandir Tak CC Road Nirman.,"DAO, AE, EE",Internal,,VIKAS KUREEL,20-May-2026 03:45 PM,21-May-2026 11:00 AM,techsummary_2140487.pdf (278.00 KB),27-May-2026,"INR 1,116,281",90.0,VIKAS KUREEL,25-Jun-2026 01:37 PM,Gaura.pdf (397.00 KB),Technical,Summary,VIKAS KUREEL,16-May-2026 10:58 AM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Notice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,6113719.0,M/S SHUBH ENTERPRISES,14-May-2026 06:02 AM,Rejected-Finance,REJECT,22-May-2026 04:26 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
