Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Proposed New Connecting Corridor for old Hospital Block to New Hospital Block at District Hospital Campus Lalitpur, District Lalitpur (U.P.)","Proposed New Connecting Corridor for old Hospital Block to New Hospital Block at District Hospital Campus Lalitpur, District Lalitpur (U.P.)","Proposed New Connecting Corridor for old Hospital Block to New Hospital Block at District Hospital Campus Lalitpur, District Lalitpur (U.P.) ",NA ,"84,88,000",Civil Works,NA ,Tender,90.0,180.0,District Lalitpur (U.P.),284403.0,NA ,NA ,NA ,"General Manager, Zone-5",No ,No,"General Manager, Zone-5","General Manager, Zone-5, U.P. Projects Corporation Ltd. Gomti Barrage, Left Bank, Gomti Nagar, Lucknow",1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,25-Apr-2026 09:00 AM,30-Apr-2026 04:00 PM,25-Apr-2026 09:00 AM,30-Apr-2026 03:00 PM,NA ,NA ,25-Apr-2026 09:00 AM,30-Apr-2026 03:00 PM,08-May-2026 12:00 PM,"11,800",Nil,Nil,No,"1,70,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,07/UPPCL/GM-5/E-TENDER/2026-27,2026_UPPRC_1140878_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Summary_1140878_1,SURESH CHANDRA YADAV,07-May-2026 05:07 PM,technical_2130492.pdf,"General Manager,Zone-5",Internal,"Project Manager,Unit-12,Project Manager,unit-13,Accountant,unit-13",SURESH CHANDRA YADAV,30-Jun-2026 01:33 PM,finsummary_2130492.pdf (2203.33 KB),Finance,Summary_1140878_1,SURESH CHANDRA YADAV,30-Jun-2026 01:26 PM,finance_2130492.pdf,BOQ Comparative Chart,"General Manager,Zone-5",Internal,"Project Manager,Unit-13.Project Manager,unit-12.Accountant,Unit-12",SURESH CHANDRA YADAV,07-May-2026 07:31 PM,08-May-2026 12:00 PM,techsummary_2130492.pdf (2203.33 KB),30-Jun-2026,"INR 7,935,280.64",180.0,SURESH CHANDRA YADAV,30-Jun-2026 01:39 PM,AOC.pdf (645.00 KB),1.0,6078574.0,M/S UMESH KUMAR THEKEDAR,INR,"7,935,280.64",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,2026_UPPRC_1140878_1,07/UPPCL/GM-5/E-TENDER/2026-27,"Proposed New Connecting Corridor for old Hospital Block to New Hospital Block at District Hospital Campus Lalitpur, District Lalitpur (U.P.)",1,6078574,M/S UMESH KUMAR THEKEDAR,29-Apr-2026 06:03 PM,Accepted-AOC,Qualified,30-Jun-2026 01:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6079701,SAAKAR CONSTRUCTION,30-Apr-2026 01:45 PM,Rejected-AOC,Qualified,30-Jun-2026 01:39 PM,AOC
