Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage
Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1124613_1,6585(105)/NNA/2025-26,ROAD NALI,1.0,5998952.0,UMA SHANKAR SHARMA,INR,"992,414.4",1,5998600,M/S AVADHESH SHARMA,24-Mar-2026 12:33 PM,Rejected-Finance,OK,19-May-2026 04:54 PM,01-Jun-2026,"INR 992,414.4",30.0,Rajvir Singh,01-Jun-2026 03:38 PM,cammetti.pdf (193.00 KB),OK,CE,Internal,EE,Danish Haider Naqvi,14-May-2026 04:07 PM,14-May-2026 04:10 PM,techsummary_2099372.pdf (193.40 KB),Finance,ok,Rajvir Singh,19-May-2026 04:21 PM,,BOQ Comparative Chart,CE,Internal,EE,Rajesh Kumar,19-May-2026 04:54 PM,finsummary_2099372.pdf (193.42 KB),Technical,ok,Rajesh Kumar,14-May-2026 01:23 PM,technical_2099372.pdf,AOC,"1,180",Nil,Nil,No,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6585(105)/NNA/2025-26,2026_DOLBU_1124613_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"1,00,000",No,fixed,,Nil,Nil,ROAD NALI,ROAD NALI,Please refer Tender documents. ,NA ,"9,96,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,ALIGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,18-Mar-2026 05:00 PM,25-Mar-2026 11:00 AM,18-Mar-2026 05:00 PM,24-Mar-2026 05:00 PM,NA ,NA ,18-Mar-2026 05:00 PM,24-Mar-2026 05:00 PM,14-May-2026 04:10 PM,CE,ALIGARH,1.0,SBI Bank,AOC
,,,,,,,,,2,5998791,M/S SUNITA SHARMA,24-Mar-2026 02:24 PM,Rejected-Finance,OK,19-May-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5998952,UMA SHANKAR SHARMA,24-Mar-2026 10:33 AM,Accepted-AOC,OK,01-Jun-2026 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
