Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Paschimanchal Vidyut Vitran Nigam Ltd.,E-TENDER NO-26/2026-27 B. PLAN-2026-27,2026_PVVNL_1152958_4,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-hamli.,17-Jun-2026 05:00 PM,22-Jun-2026 06:30 PM,17-Jun-2026 05:00 PM,22-Jun-2026 05:30 PM,NA ,NA ,17-Jun-2026 05:00 PM,22-Jun-2026 05:30 PM,23-Jun-2026 12:10 PM,"23,000",No,fixed,,SE EDC SHAMLI,SHAMLI,SE EDC SHAMLI,kheri karmu,Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-Shamli.,Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-Shamli.,Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,180.0,30.0,SE EDC SHAMLI,247776.0,NA ,NA ,NA ,SE EDC SHAMLI,No ,No,1.0,RTGS - RTGS Payment,"3,540",SE EDC SHAMLI,SHAMNLI,No,AOC,Finance,Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-Shamli.,Veerandra Singh,23-Jun-2026 12:17 PM,finance_2177079.pdf,BOQ Comparative Chart,VEERANDRA SINGH,Internal,,Veerandra Singh,23-Jun-2026 12:08 PM,23-Jun-2026 12:10 PM,techsummary_2177079.pdf (74.93 KB),Technical,Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-Shamli.,Veerandra Singh,23-Jun-2026 12:06 PM,technical_2177079.pdf,VEERANDRA SINGH,Internal,,Veerandra Singh,23-Jun-2026 12:20 PM,finsummary_2177079.pdf (74.81 KB),23-Jun-2026,"INR 1,661,790",30.0,Veerandra Singh,23-Jun-2026 12:24 PM,award23.pdf (367.00 KB),Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-Shamli.,1,6205184,M/S CHOUDHARY ENTERPRISES,22-Jun-2026 11:22 AM,Accepted-AOC,L1,23-Jun-2026 12:24 PM,Paschimanchal Vidyut Vitran Nigam Ltd.,2026_PVVNL_1152958_4,E-TENDER NO-26/2026-27 B. PLAN-2026-27,Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-Shamli.,1.0,6205184.0,M/S CHOUDHARY ENTERPRISES,INR,"1,661,790",AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Work under Business Plan 2026-27 against approved Estimate (15 No.) EDSD- 1 UNDER EDD-hamli.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6212674,M/S JAIN ELECTRIC CONTRACTOR,22-Jun-2026 04:24 PM,Rejected-AOC,L2,23-Jun-2026 12:24 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6212034,M/s Vikas Contractor Shamli,22-Jun-2026 03:59 PM,Rejected-AOC,L3,23-Jun-2026 12:24 PM,,,,,,,,,,AOC
