Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
SERED,Internal,,Dinesh Singh,12-Jun-2026 11:26 PM,15-Jun-2026 12:00 PM,techsummary_2155052.pdf (103.05 KB),Technical,Technical,Dinesh Singh,29-May-2026 01:41 PM,,18-Jun-2026,"INR 4,411,680.95",120.0,Dinesh Singh,28-Jun-2026 10:24 PM,Semra_Bans_Gadaria.pdf (190.00 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1150633_18,02/ SERED 2026-27 DT01-04-2026,8. Graam pnchaayat saimaraa men baans gadaariyaa gaav se laalagadhee gaav kee or CC nirman kaary.,1,6142924,M/S SAI ENTERPRISES,27-May-2026 03:16 PM,Rejected-Finance,L2,18-Jun-2026 03:18 PM,Finance,financial,Dinesh Singh,16-Jun-2026 02:56 PM,,BOQ Comparative Chart,SE RED,Internal,,Dinesh Singh,18-Jun-2026 03:18 PM,finsummary_2155052.pdf (60.31 KB),1.0,6143775.0,TANYA CONSTRUCTION,INR,"4,411,680.95",AOC,1,Fee/PreQual/Technical,.pdf,SBD,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,02/ SERED 2026-27 DT01-04-2026,2026_REDUP_1150633_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,21-May-2026 10:00 AM,28-May-2026 02:30 PM,21-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,21-May-2026 10:00 AM,28-May-2026 12:00 PM,15-Jun-2026 12:00 PM,8. Graam pnchaayat saimaraa men baans gadaariyaa gaav se laalagadhee gaav kee or CC nirman kaary.,8. Graam pnchaayat saimaraa men baans gadaariyaa gaav se laalagadhee gaav kee or CC nirman kaary.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,SE RED AGRA,No ,No,SE RED AGRA,SE RED AGRA,"89,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6143775,TANYA CONSTRUCTION,27-May-2026 10:58 AM,Accepted-AOC,AOC,28-Jun-2026 10:24 PM,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
