Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
07-May-2026 09:00 AM,21-May-2026 04:00 PM,07-May-2026 09:00 AM,21-May-2026 12:00 PM,NA ,NA ,07-May-2026 09:00 AM,21-May-2026 12:00 PM,05-Jun-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,19/RED/Nivida file Badaun/E-Nivida/2026-27 dated 02-04-2026,2026_REDUP_1145694_30,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,"1,02,400",No,fixed,,Nil,Nil,1.0,SBI Bank,"Interlocking work in Gram Panchayat Narau Khurd Development Block Jagat, from Shishupal house up to the Myau-Alapur Main Road Jagat","Interlocking work in Gram Panchayat Narau Khurd Development Block Jagat, from Shishupal house up to the Myau-Alapur Main Road Jagat",Please refer Tender documents. ,NA ,"51,15,400",Civil Works - Roads,NA ,Tender,90.0,90.0,JAGAT BADAUN,243601.0,SE RED CIRCLE BAREILLY ,SE RED CIRCLE BAREILLY OFFICE ,07-May-2026 12:00 PM ,SE RED CIRCLE BAREILLY OFFICE,No ,No,SE RED CIRCLE BAREILLY,SE RED CIRCLE BAREILLY OFFICE,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE,2026_REDUP_1145694_30,19/RED/Nivida file Badaun/E-Nivida/2026-27 dated 02-04-2026,"Interlocking work in Gram Panchayat Narau Khurd Development Block Jagat, from Shishupal house up to the Myau-Alapur Main Road Jagat",1,6112425,M/S RUDRAKSH CONSTRUCTION,14-May-2026 06:12 PM,Accepted-AOC,DUE TO LOWER RATE,23-Jun-2026 12:14 PM,Finance,FINANCIAL BID OPEN,RAJESH KUMAR,13-Jun-2026 11:47 AM,finance_2142839.pdf,BOQ Comparative Chart,SEREDCIRCLEBAREILLY,Internal,SEREDCIRCLEBAREILLYEEREDDIVISIONBUDAUNEEREDDIVISIONBAREILLYDAOREDDIVISIONBUDAUN,RAJESH KUMAR,13-Jun-2026 11:49 AM,finsummary_2142839.pdf (1062.97 KB),1.0,6112425.0,M/S RUDRAKSH CONSTRUCTION,INR,"6,019,851",Technical,BID OPEN,RAJESH KUMAR,31-May-2026 02:12 PM,technical_2142839.pdf,18-Jun-2026,"INR 6,019,851",90.0,RAJESH KUMAR,23-Jun-2026 12:14 PM,30BDNAOC.pdf (759.00 KB),"AOC OF THE WORK - Interlocking work in Gram Panchayat Narau Khurd Development Block Jagat, from Shishupal house up to the Myau-Alapur Main Road Jagat",SEREDCIRCLEBAREILLY,Internal,"SEREDCIRCLEBAREILLY, EEREDDIVISIONBADAUN, EEREDDIVISIONBAREILLY, DAOREDDIVISIONBADAUN",RAJESH KUMAR,31-May-2026 02:15 PM,05-Jun-2026 12:30 PM,techsummary_2142839.pdf (613.94 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6128395,N D CONTRACTOR,19-May-2026 04:42 PM,Rejected-Finance,DUE TO HIGHER RATE,13-Jun-2026 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
