Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,19-Feb-2026 10:58 AM,19-Feb-2026 11:05 AM,techsummary_2044858.pdf (170.15 KB),04-Jun-2026,"INR 1,182,343.1",180.0,Pramod Kumar,04-Jun-2026 04:10 PM,15.pdf (535.00 KB),L1,Technical,file add,Pramod Kumar,19-Feb-2026 09:39 AM,technical_2044858.pdf,Finance,file,Pramod Kumar,23-Feb-2026 06:47 PM,finance_2044858.pdf,BOQ Comparative Chart,Pramod Kumar,Internal,akhilesh singh,Pramod Kumar,24-Feb-2026 02:35 PM,finsummary_2044858.pdf (170.15 KB),1.0,5824210.0,AMRENDRA KUMAR TRIPATHI,INR,"1,182,343.1","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2026_UPIDC_1107737_15,03/EE/2025-26,Construction of V.R.B. at Km 0.600 of Lalbojhi Mr.,1,5824210,AMRENDRA KUMAR TRIPATHI,27-Jan-2026 07:46 AM,Accepted-AOC,L1,04-Jun-2026 04:10 PM,AOC,21-Jan-2026 10:00 AM,28-Jan-2026 11:00 AM,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,NA ,NA ,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,19-Feb-2026 11:05 AM,"28,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",03/EE/2025-26,2026_UPIDC_1107737_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,EE Saryu Nahar Khand-1 Balrampur,EE Saryu Nahar Khand-1 Balrampur,Construction of V.R.B. at Km 0.600 of Lalbojhi Mr.,Construction of V.R.B. at Km 0.600 of Lalbojhi Mr.,Please refer Tender documents. ,NA ,"13,92,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Shrawasti,271805.0,NA ,NA ,NA ,EE Saryu Nahar Khand-1 Balrampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5824445,LALTA PRASAD MAURYA,26-Jan-2026 09:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2026 09:39 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5825554,m/s anil kumar mishra,27-Jan-2026 08:26 AM,Rejected-Finance,L2,24-Feb-2026 02:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5825950,M/S DINESH KUMAR,27-Jan-2026 11:34 AM,Rejected-Finance,L2,24-Feb-2026 02:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5826546,M/S RAM SAGAR,27-Jan-2026 12:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2026 09:39 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
