Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
EO NPP DEORIA,NPP DEORIA,"1,410",Nil,Nil,No,"77,117",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,1.0,SBI Bank,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_48,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,WARD NO.06 ME SAIFAN KE PAS KAVARD R.C.C.NALA NIRMAN KARAY.,WARD NO.06 ME SAIFAN KE PAS KAVARD R.C.C.NALA NIRMAN KARAY.,Please refer Tender documents. ,NA ,"7,71,167",Civil Works,NA ,Tender,90.0,60.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,09-Apr-2026 04:00 PM,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_48,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO.06 ME SAIFAN KE PAS KAVARD R.C.C.NALA NIRMAN KARAY.,1,5979649,HARENDRA SINGH,17-Mar-2026 01:54 PM,Accepted-AOC,L1,01-Jun-2026 08:48 PM,1.0,5979649.0,HARENDRA SINGH,INR,"770,241",Finance,FINANCIAL BID OPENED,Sanjay kumar Tiwari,09-Apr-2026 09:46 PM,,BOQ Comparative Chart,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,10-Apr-2026 08:42 PM,finsummary_2084353.pdf (87.08 KB),"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Sanjay kumar Tiwari,09-Apr-2026 03:28 PM,09-Apr-2026 04:00 PM,techsummary_2084353.pdf (465.77 KB),Technical,TECHNICAL BID OPENED,Sanjay kumar Tiwari,08-Apr-2026 05:41 PM,,28-Apr-2026,"INR 770,241",60.0,Sanjay kumar Tiwari,01-Jun-2026 08:48 PM,48.pdf (500.00 KB),AOC
,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5984468,M/S DIWAKAR PANDEY,18-Mar-2026 11:38 AM,Rejected-Finance,L3,10-Apr-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5982300,M/S SWETANK FOUNDATION,17-Mar-2026 04:01 PM,Rejected-Finance,L2,10-Apr-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
