S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"14,95,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(196)/NNA/2025-26,2026_DOLBU_1116527_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,11-Apr-2026 05:00 PM,22-Apr-2026 11:00 AM,11-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,NA ,NA ,11-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,14-May-2026 04:00 PM,EE,NAGAR NIGAM ALIGARH,"2,360",Nil,Nil,No,"1,50,000",No,fixed,,Nil,Nil,AOC,ce,Internal,ee,Rajesh Kumar,14-May-2026 03:10 PM,14-May-2026 04:00 PM,techsummary_2121004.pdf (193.42 KB),Finance,ok,Rajvir Singh,19-May-2026 04:26 PM,,BOQ Comparative Chart,CE,Internal,EE,Rajesh Kumar,19-May-2026 04:48 PM,finsummary_2121004.pdf (193.42 KB),Technical,All Documents Completed,Danish Haider Naqvi,14-May-2026 02:45 PM,technical_2121004.pdf,1,6058429,M/S PREM PAL SINGH,21-Apr-2026 03:11 PM,Accepted-AOC,OK,01-Jun-2026 03:21 PM,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1116527_2,6269(196)/NNA/2025-26,NIRMAN WORK,1.0,6058429.0,M/S PREM PAL SINGH,INR,"1,481,545",01-Jun-2026,"INR 1,481,545",30.0,Rajvir Singh,01-Jun-2026 03:21 PM,cammetti.pdf (193.00 KB),OK,AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6058443,TEJ PRAKASH,21-Apr-2026 10:07 AM,Rejected-Finance,OK,19-May-2026 04:48 PM,,,,,,,,,,,,,,,,,AOC
