Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
02-Jan-2026 09:00 AM,08-Jan-2026 04:00 PM,02-Jan-2026 09:00 AM,08-Jan-2026 03:00 PM,NA ,NA ,02-Jan-2026 09:00 AM,08-Jan-2026 03:00 PM,"Kanpur Municipal Corporation, Kanpur, UP",282/A.A.5/25-26,2026_NNKAN_1103228_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"2,97,422",No,percentage,10.0%,Nil,Nil,"1,770",Nil,Nil,No,1.0,SBI Bank,Chief Engineer,Motijheel Nagar Nigam Kanpur.,Improvement of side patri through interlocking work from papular dharmkata to jhanda chauraha dubble side Under Ward-16 Zone-5,Improvement of side patri through interlocking work from papular dharmkata to jhanda chauraha dubble side Under Ward-16 Zone-5,Please refer Tender documents. ,NA ,"29,74,223",Civil Works,NA ,Tender,60.0,60.0,Ward-16,208001.0,NA ,NA ,NA ,"Zonal Office Zone-5, Govind Nagar Kanpur Nagar.",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document,AOC,Municipal Commissioner SIR,Internal,,KAMALESH KUMAR PATEL,02-Feb-2026 06:17 PM,finsummary_2034507.pdf (641.76 KB),Municipal Commissioner SIR,Internal,,KAMALESH KUMAR PATEL,02-Feb-2026 06:10 PM,techsummary_2034507.pdf (641.76 KB),"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1103228_1,282/A.A.5/25-26,Improvement of side patri through interlocking work from papular dharmkata to jhanda chauraha dubble side Under Ward-16 Zone-5,1.0,5791534.0,Anand Traders,INR,"3,000,000",1,5791534,Anand Traders,06-Jan-2026 04:34 PM,Accepted-AOC,Agreement work complete,14-Jun-2026 04:42 PM,25-May-2026,"INR 3,000,000",60.0,Dinesh Prasad,14-Jun-2026 04:42 PM,tdr.pdf (4510.00 KB),Finance,Open,Dinesh Prasad,11-Jan-2026 04:27 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,"BOQ , rate to be filled by vender",AOC,,,,,,,,,,,,,,,,,,,,,,2,5794776,Dilip Kumar Bajpai,08-Jan-2026 12:32 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5792993,M/s Hind COntractor,07-Jan-2026 12:34 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,5792848,M/S I.J.TILES INDUSTRIES,07-Jan-2026 11:23 AM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,5792561,M/s Krishna Builder,06-Jan-2026 10:48 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,5792701,M/s Krishna construction company,08-Jan-2026 12:50 AM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,5794464,M/S SAHIL TRADERS,08-Jan-2026 08:52 AM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,5792017,M/S SHIVA CONSTRUCTIONS,08-Jan-2026 12:16 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,5792037,M/S SHUBH BUILDERS,08-Jan-2026 12:31 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,5794227,M/s S.R. ENTERPRISES,07-Jan-2026 11:25 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,5794004,M/s Super rain construction,07-Jan-2026 09:58 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,5795022,SHRI RAM CONSTRUCTION AND SUPPLIER,08-Jan-2026 01:27 PM,Rejected-Finance,Lottery not Allot,02-Feb-2026 06:17 PM,,,,,,,,,,,,,AOC
