Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EE Manmohan Singh,Internal,EE Subhas Chandra,Man Mohan Singh,13-May-2026 10:38 AM,13-May-2026 11:00 AM,techsummary_2137650.pdf (2858.85 KB),16-Jun-2026,"INR 880,000",30.0,Man Mohan Singh,16-Jun-2026 02:39 PM,lot06.pdf (215.00 KB),Accepted as H1,Technical,Technical Evaluation,Man Mohan Singh,13-May-2026 10:36 AM,technical_2137650.pdf,1.0,6083882.0,TIRUPATI ASSOCIATES,INR,"880,000",EE Manmohan Singh,Internal,EE Vikas Kumar,Man Mohan Singh,16-Jun-2026 02:33 PM,finsummary_2137650.pdf (2858.85 KB),Finance,Financial,Man Mohan Singh,16-Jun-2026 02:30 PM,,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Anoopshahar Division Ganga Canal, Panchsheel Nagar",2026_UPIDC_1117934_23,E-Auction TN-13/EE/2025-26,E-Auction/TN-13/EE/2025-26 Excess silt/soil lying on both the banks between Km 85.436 to Km 87.290 of Anupshahr branch canal in Garh tehsil of Hapur district Lot-06,1.0,6083882.0,TIRUPATI ASSOCIATES,02-May-2026 06:29 PM,Accepted-AOC,Accepted as H1,16-Jun-2026 02:40 PM,AOC,Executive Engineer,OFFICE OF THE EXECUTIVE ENGINEER ANOOPSHAHAR BRANCH DIVISION GANGA CANAL MEERUT,E-Auction/TN-13/EE/2025-26 Excess silt/soil lying on both the banks between Km 85.436 to Km 87.290 of Anupshahr branch canal in Garh tehsil of Hapur district Lot-06,E-Auction/TN-13/EE/2025-26 Excess silt/soil lying on both the banks between Km 85.436 to Km 87.290 of Anupshahr branch canal in Garh tehsil of Hapur district Lot-06,As per NIT ,NA ,"8,60,000",Civil Works,silt/soil E-Auction ,Tender,90.0,30.0,As Per NIT,250001.0,NA ,NA ,NA ,MEERUT,No ,No,1.0,SBI Bank,01-May-2026 10:00 AM,07-May-2026 11:00 AM,01-May-2026 10:00 AM,06-May-2026 05:00 PM,NA ,NA ,01-May-2026 10:00 AM,06-May-2026 05:00 PM,13-May-2026 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Anoopshahar Division Ganga Canal, Panchsheel Nagar",E-Auction TN-13/EE/2025-26,2026_UPIDC_1117934_23,Yes,Auction,Piece-work,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,"86,000",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC
