S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,Tender Revocation,Revocation,23-Apr-2026 03:37 PM,corrigen.pdf ,168.3,Technical Opening,23-May-2026,"INR 62,517,025.28",270.0,bhanu pratap singh,05-Jun-2026 02:28 PM,AOC06LOT03.pdf (282.00 KB),AOC,1,5969336,AK and AK SOIL ENTERPRISES PVT LTD,13-Mar-2026 02:42 AM,Rejected-Technical,Found Ineligible,23-Apr-2026 05:08 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",2026_UPIDC_1122306_3,06/SE-VII/2025-26,AS PER TENDER NOTICE-06 LOT-03,1.0,5956746.0,ARVIND KUMAR SINGH,INR,"62,517,025.28",Finance,Summary Uploaded,bhanu pratap singh,29-Apr-2026 05:21 PM,finance_2089676.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,,bhanu pratap singh,23-Apr-2026 05:08 PM,23-Apr-2026 05:30 PM,techsummary_2089676.pdf (326.64 KB),Technical,Summary Uploaded,bhanu pratap singh,23-Apr-2026 04:59 PM,technical_2089676.pdf,Superintending Engineer,Internal,,bhanu pratap singh,29-Apr-2026 05:26 PM,finsummary_2089676.pdf (150.32 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",06/SE-VII/2025-26,2026_UPIDC_1122306_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"5,000",Nil,Nil,No,"13,17,200",No,fixed,,Nil,Nil,Superintending Engineer,"Office of Superintending Engineer, VII Circle Irrigation Works, Sarojni Naidu Marg, Lucknow.",AS PER TENDER NOTICE-06 LOT-03,AS PER TENDER NOTICE-06 LOT-03,Please refer Tender documents. ,NA ,,Civil Works - Bridges,NA ,Tender,90.0,270.0,Barabanki,225001.0,Lucknow ,"Office of Superintending Engineer, VII Circle Irrigation Works, Sarojni Naidu Marg, Lucknow. ",07-Mar-2026 01:00 PM ,Lucknow,No ,No,1.0,SBI Bank,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 10:00 AM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 10:00 AM,23-Apr-2026 05:30 PM,AOC
,,,,,,,,,,,,,,2,5956746,ARVIND KUMAR SINGH,11-Mar-2026 07:54 PM,Accepted-AOC,L1,05-Jun-2026 02:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3,5967765,M/S ABHAY ASSOCIATES,13-Mar-2026 02:04 AM,Rejected-Technical,Found Ineligible,23-Apr-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,4,5969082,M/S AJIT CONSTRUCTION AND ORDER SUPPLIER,13-Mar-2026 02:35 AM,Rejected-Finance,L2,29-Apr-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,5,5964763,M/S ARYAN ENTERPRISES,12-Mar-2026 09:37 PM,Rejected-Technical,Found Ineligible,23-Apr-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,6,5968118,M/S MITTAL BROTHERS ENGINEERS AND,13-Mar-2026 09:24 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Apr-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,7,5967946,M/s Narayan Enterprises,13-Mar-2026 02:19 AM,Rejected-Technical,Found Ineligible,23-Apr-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,8,5965892,M/S SRI RAM TRADERS,12-Mar-2026 01:38 PM,Rejected-Technical,Found Ineligible,23-Apr-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
