S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,E.E. R.E.D. GHAZIPUR,E.E. R.E.D. GHAZIPUR,1,date,Date,,"41,320",Yes,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,27 date 02.04.2026,2026_REDUP_1139454_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,VIKASH KHAND SAIDPUR GRAM SABHA VIJHWAL ME PATRAHI NEWADA PICH ROAD SE NARE PAR TAK NAV NIRMAN PICH ROAD,VIKASH KHAND SAIDPUR GRAM SABHA VIJHWAL ME PATRAHI NEWADA PICH ROAD SE NARE PAR TAK NAV NIRMAN PICH ROAD,Please refer Tender documents. ,NA ,"20,66,000",Civil Works,NA ,Tender,90.0,90.0,GHAZIPUR,226007.0,NA ,NA ,NA ,OFFICE E.E. R.E.D. GHAZIPUR,No ,No,1,Fee/PreQual/Technical,.pdf,fee and document,854.0,Nil,Nil,No,20-Apr-2026 04:25 PM,05-May-2026 12:30 PM,20-Apr-2026 03:00 PM,05-May-2026 12:00 PM,NA ,NA ,20-Apr-2026 03:00 PM,05-May-2026 12:00 PM,23-May-2026 04:25 PM,AOC,Finance,open,Puneet Kumar,23-May-2026 02:26 PM,finance_2127428.pdf,BOQ Comparative Chart,EE,Internal,AE DAO,Puneet Kumar,19-May-2026 07:07 PM,23-May-2026 01:00 PM,techsummary_2127428.pdf (119.69 KB),Technical,open,Puneet Kumar,05-May-2026 05:13 PM,technical_2127428.pdf,EE,Internal,AE DAO,Puneet Kumar,30-May-2026 04:38 PM,finsummary_2127428.pdf (482.38 KB),09-Jun-2026,"INR 2,407,466",90.0,Puneet Kumar,09-Jun-2026 07:43 PM,SS.pdf (624.00 KB),L1,1.0,6082420.0,M/S SHAYAM CONSTRACTION,INR,"2,407,466",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,2026_REDUP_1139454_1,27 date 02.04.2026,VIKASH KHAND SAIDPUR GRAM SABHA VIJHWAL ME PATRAHI NEWADA PICH ROAD SE NARE PAR TAK NAV NIRMAN PICH ROAD,1,6082466,M/S SAUMYA CONSTRUCTION,04-May-2026 11:51 AM,Rejected-Finance,L2,30-May-2026 04:38 PM,AOC
,,,,2,BOQ,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6082420,M/S SHAYAM CONSTRACTION,04-May-2026 02:17 AM,Accepted-AOC,L1,09-Jun-2026 07:43 PM,AOC
