Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,17-Jun-2026 02:05 PM,17-Jun-2026 02:10 PM,techsummary_2170756.pdf (188.71 KB),20-Jun-2026,"INR 183,550",7.0,Mahendra Kumar,17-Jun-2026 06:56 PM,Committee.pdf (189.00 KB),L1,Technical,Technical bid open by committee,Mahendra Kumar,17-Jun-2026 12:16 PM,technical_2170756.pdf,1.0,6194799.0,M/S B L F CONSTRUCTION,INR,"183,550",Finance,Financial Bid Summary,Mahendra Kumar,17-Jun-2026 04:34 PM,finance_2170756.pdf,BOQ Comparative Chart,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,17-Jun-2026 05:54 PM,finsummary_2170756.pdf (188.71 KB),"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",2026_UPIDC_1158137_22,01/EE/2026-27,Silt clearance of Deepapur Drain from k.m. 4.800 to 0.000,1,6194582,Aanya Enterprises,14-Jun-2026 08:46 PM,Rejected-Finance,L4,17-Jun-2026 05:54 PM,AOC,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",01/EE/2026-27,2026_UPIDC_1158137_22,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Silt clearance of Deepapur Drain from k.m. 4.800 to 0.000,Silt clearance of Deepapur Drain from k.m. 4.800 to 0.000,Please refer Tender documents. ,NA ,"3,82,000",Civil Works - Canal,NA ,Tender,90.0,7.0,Kanpur,208004.0,NA ,NA ,NA ,Office of the E.E.K.D.L.G.C. Kanpur,No ,No,09-Jun-2026 10:00 AM,15-Jun-2026 12:00 PM,09-Jun-2026 10:00 AM,15-Jun-2026 11:00 AM,NA ,NA ,09-Jun-2026 10:00 AM,15-Jun-2026 11:00 AM,17-Jun-2026 02:10 PM,677.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"38,000",No,fixed,,Nil,Nil,Executive Engineer,Office of the Executive Engineer Kanpur Division Lower Ganga Canal Kanpur 208004,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6195432,m/s Bajrang enterprises,15-Jun-2026 10:27 AM,Rejected-Finance,L2,17-Jun-2026 05:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TechnicalDoc,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6194799,M/S B L F CONSTRUCTION,14-Jun-2026 11:21 PM,Accepted-AOC,L1,17-Jun-2026 06:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6184219,Rishabh pandey,13-Jun-2026 06:17 AM,Rejected-Technical,Technically not qualified,17-Jun-2026 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6194871,SHIVAM CONSTRUCTION CO.,15-Jun-2026 02:51 AM,Rejected-Technical,Technically not qualified,17-Jun-2026 02:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6194435,Supriya Contractor,14-Jun-2026 07:49 PM,Rejected-Finance,L3,17-Jun-2026 05:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
