Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
EE,Internal,,Praveen Prakash Gautam,25-May-2026 04:44 PM,28-May-2026 02:00 PM,techsummary_2135417.pdf (1071.37 KB),10-Jun-2026,"INR 337,708.43",30.0,Praveen Prakash Gautam,10-Jun-2026 05:50 PM,1794.pdf (116.00 KB),Technical,"07 bids received, in which 02 admitted and rest rejected",Praveen Prakash Gautam,25-May-2026 04:41 PM,technical_2135417.pdf,Finance,All Admitted,Praveen Prakash Gautam,29-May-2026 12:03 PM,finance_2135417.pdf,BOQ Comparative Chart,EE,Internal,,Praveen Prakash Gautam,10-Jun-2026 05:47 PM,finsummary_2135417.pdf (1071.37 KB),1.0,6083283.0,SARLA DEVI CONTRACTOR,INR,"337,708.43","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",2026_UPIDC_1143214_13,02/E.E/2026-27,Cleaning of Singhania Drain Between Km.0.000 to Km 8.000 for Year 2026-27(Lot 13),1,6085702,INTJAR AHMAD THEKEDAR,03-May-2026 08:06 PM,Rejected-AOC,Not Admitted,10-Jun-2026 05:50 PM,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",02/E.E/2026-27,2026_UPIDC_1143214_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Cleaning of Singhania Drain Between Km.0.000 to Km 8.000 for Year 2026-27(Lot 13),Cleaning of Singhania Drain Between Km.0.000 to Km 8.000 for Year 2026-27(Lot 13),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Pilibhit,262001.0,NA ,NA ,NA ,Office Sharda Sagar Division Pilibhit,No ,No,Executive Engineer,Office Sharda Sagar Division Pilibhit,"10,000",No,fixed,,Nil,Nil,1.0,SBI Bank,677.0,Nil,Nil,No,1.0,Cleaning of Singhania Drain Between Km.0.000 to Km 8.000 for Year 2026-27(Lot 13),Date,,29-Apr-2026 09:00 AM,04-May-2026 02:00 PM,29-Apr-2026 09:00 AM,04-May-2026 02:00 PM,NA ,NA ,29-Apr-2026 09:00 AM,04-May-2026 02:00 PM,28-May-2026 02:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6087024,Lalit Kumar Rajani Thekedar,04-May-2026 12:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:41 PM,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6084014,MAHENDRA SINGH CONTRACTOR,02-May-2026 07:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6077882,M/S MOHD ISRAIL,03-May-2026 12:21 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6081722,M/S SACHIN CHANDANI THEKEDAR,01-May-2026 03:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6083283,SARLA DEVI CONTRACTOR,04-May-2026 10:53 AM,Accepted-AOC,Admitted,10-Jun-2026 05:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6086117,TYAGI JI CONTRACTOR,03-May-2026 11:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
