Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,37/SE/E-TENDER/2026-27,2026_UPRNS_1143987_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"5,900",EE,ALIGARH,No,"1,13,000",No,fixed,,EE,ALIGARH,"PROPOSED RENOVATION OF EXISTING MAHARANI AHILYABAI HOLKER STADIUM, DISTRICT-ALIGARH","PROPOSED RENOVATION OF EXISTING MAHARANI AHILYABAI HOLKER STADIUM, DISTRICT-ALIGARH",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,"MAH STADIUM, ALIGARH",202001.0,NA ,NA ,NA ,AGRA,No ,No,1,BG - Bank Guarantee,30-Apr-2026 03:00 PM,15-May-2026 10:00 AM,30-Apr-2026 03:00 PM,14-May-2026 05:00 PM,NA ,NA ,30-Apr-2026 03:00 PM,14-May-2026 05:00 PM,16-May-2026 10:00 AM,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA",1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,AOC,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,15-May-2026 12:43 PM,16-May-2026 10:00 AM,techsummary_2137231.pdf (296.14 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,19-May-2026 02:57 PM,finance_2137231.pdf,BOQ Comparative Chart,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,19-May-2026 03:00 PM,finsummary_2137231.pdf (296.14 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,15-May-2026 12:41 PM,technical_2137231.pdf,1.0,6111324.0,ADITYA CONSTRUUCTION COMPANY,INR,"5,638,356",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1143987_1,37/SE/E-TENDER/2026-27,"PROPOSED RENOVATION OF EXISTING MAHARANI AHILYABAI HOLKER STADIUM, DISTRICT-ALIGARH",1,6111324,ADITYA CONSTRUUCTION COMPANY,12-May-2026 05:48 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,04-Jun-2026 11:35 AM,21-May-2026,"INR 5,638,356",180.0,NAGENDRA YADAV,04-Jun-2026 11:35 AM,37.pdf (148.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6115151,SHRI KRISHNA ASSOCIATES,14-May-2026 12:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2026 12:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6111895,YASHIKA CONSTRUCTION COMPANY,12-May-2026 09:25 PM,Rejected-Finance,QUOTED AMOUNT HIGHER THAN OTHER BIDER,19-May-2026 03:00 PM,,,,,,,,AOC
