Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
05-May-2026 05:00 PM,15-May-2026 12:00 PM,05-May-2026 05:00 PM,14-May-2026 05:00 PM,05-May-2026 05:00 PM ,11-May-2026 05:00 PM ,05-May-2026 05:00 PM,14-May-2026 05:00 PM,26-May-2026 12:00 PM,177.0,Nil,Nil,No,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,01/EE/2026-27,2026_UPIDC_1145201_17,Yes,Open Tender,Item Wise,Works,3.0,No,No,Online,No,No,No,Executive Engineer,"Lower Division Agra Canal, Agra",1.0,SBI Bank,"Clearance of Darki, Jonai Drain","Clearance of Darki, Jonai Drain",Please Refer Tender Document ,NA ,"3,35,000",Civil Works,NA ,Tender,90.0,20.0,"Clearance of Darki, Jonai Drain",282001.0,NA ,NA ,NA ,Agra,No ,No,"7,000",Yes,fixed,,Nil,Nil,1.0,date and conditions,Date,,1.0,Fee,.pdf,Corrigendum Date,AOC,1.0,6102819.0,RAJKUMAR SHARMA CONTRACTOR,INR,"194,099.28",Finance,Admitted,NEERAJ KUMAR SINGH,26-May-2026 05:39 PM,,BOQ Comparative Chart,Neeraj Kumar Singh,Internal,"Binod Kumar Singh, Neeraj Kumar Singh",NEERAJ KUMAR SINGH,25-Jun-2026 01:29 PM,finsummary_2141091.pdf (464.39 KB),U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,2026_UPIDC_1145201_17,01/EE/2026-27,"Clearance of Darki, Jonai Drain",1,6115971,Bhartiya Inferatech,14-May-2026 03:39 PM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 04:23 PM,25-Jun-2026,"INR 194,099.28",20.0,NEERAJ KUMAR SINGH,25-Jun-2026 03:39 PM,Darki.pdf (464.00 KB),Accepted,Technical,Admitted,NEERAJ KUMAR SINGH,18-May-2026 01:45 PM,,Neeraj Kumar Singh,Internal,"Binod Kumar Singh, Neeraj Kumar Singh",NEERAJ KUMAR SINGH,25-May-2026 04:23 PM,26-May-2026 12:00 PM,techsummary_2141091.pdf (96.19 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,NIT,AOC,,,,,,,,,,,,,,,,,,,,,,2,6100324,chahar constructions,10-May-2026 09:15 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,3,6103638,M.K. ENTERPRISES,10-May-2026 06:58 PM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6115108,M/s KAMAL CONSTRUCTION,14-May-2026 01:05 PM,Rejected-Finance,L3,25-Jun-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,6115004,M/s SHASHAVEER SINGH CONTRACTOR AND SUPPLIERS,14-May-2026 11:55 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,6114339,M/S SRASHTI INFRASTRUCTURE,14-May-2026 07:11 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,6102496,OM CONTRACTOR,14-May-2026 08:36 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,6113575,PUSHPENDRA KUMAR CONTRACTOR,14-May-2026 04:18 PM,Rejected-Finance,L2,25-Jun-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,6102819,RAJKUMAR SHARMA CONTRACTOR,13-May-2026 03:16 PM,Accepted-AOC,L1,25-Jun-2026 03:39 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,6114734,SHIVAY CONTRACTOR,14-May-2026 09:07 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,AOC
