Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,09-Apr-2026 04:24 PM,09-Apr-2026 05:00 PM,techsummary_2083530.pdf (482.16 KB),27-May-2026,"INR 2,680,886",120.0,Sanjay kumar Tiwari,17-Jun-2026 08:46 AM,Scan_0022.pdf (556.00 KB),Technical,TECHNICAL BID OPENED,Sanjay kumar Tiwari,08-Apr-2026 03:51 PM,,1.0,5998541.0,M/S MANISH KUMAR PANDEY,INR,"2,680,886","SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Sanjay kumar Tiwari,10-Apr-2026 04:13 PM,finsummary_2083530.pdf (89.95 KB),Finance,FINANCIAL BID OPENED,Sanjay kumar Tiwari,09-Apr-2026 09:27 PM,,BOQ Comparative Chart,1,5998541,M/S MANISH KUMAR PANDEY,23-Mar-2026 11:50 PM,Accepted-AOC,L1,17-Jun-2026 08:45 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_25,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO 03 ME MAIN GORAKHPUR ROAD SE VRIDHASHRAM KE AAGE TAK COVERED RCC NALA NIRMAN KARYA.,AOC,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,09-Apr-2026 05:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_25,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,"3,665",Nil,Nil,No,WARD NO 03 ME MAIN GORAKHPUR ROAD SE VRIDHASHRAM KE AAGE TAK COVERED RCC NALA NIRMAN KARYA.,WARD NO 03 ME MAIN GORAKHPUR ROAD SE VRIDHASHRAM KE AAGE TAK COVERED RCC NALA NIRMAN KARYA.,Please refer Tender documents. ,NA ,"26,82,228",Civil Works,NA ,Tender,90.0,120.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,EO NPP DEORIA,NPP DEORIA,1.0,SBI Bank,"2,68,223",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5998597,M/S MANOJ MISHRA THIKEDAR,24-Mar-2026 02:23 AM,Rejected-Finance,L3,10-Apr-2026 04:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5993551,M/S SAROJ KUMAR PANDEY THEKEDAR,24-Mar-2026 02:11 AM,Rejected-Finance,L2,10-Apr-2026 04:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
