Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
"DAO, AE, EE",Internal,,VIKAS KUREEL,16-May-2026 02:02 PM,18-May-2026 11:00 AM,techsummary_2124269.pdf (287.45 KB),16-Jun-2026,"INR 2,026,993",90.0,VIKAS KUREEL,24-Jun-2026 05:09 PM,Jagatpur1.pdf (417.00 KB),Technical,Summary,VIKAS KUREEL,12-May-2026 12:14 PM,,,Finance,Summary,VIKAS KUREEL,20-May-2026 05:11 PM,,BOQ Comparative Chart,"DAO, AE, EE",Internal,,VIKAS KUREEL,23-May-2026 02:09 PM,finsummary_2124269.pdf (288.88 KB),1.0,6094764.0,KANHA INFRA AND PARTNERS CONSTRUCTION,08-May-2026 02:18 PM,Accepted-AOC,AWARDED,24-Jul-2026 04:33 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2026_REDUP_1137177_53,13/RED/E-Tender/2026-27 Date 02-04-2026,Block Vijayipur Antargat Gram Jagatpur Me Mukhya marge se Dinesh Singh Ke Ghar Hokar Durvijay singh ke Ghar Tak CC Road Nirman.,AOC,"41,000",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,02-May-2026 12:00 PM,09-May-2026 11:00 AM,02-May-2026 12:00 PM,08-May-2026 06:00 PM,NA ,NA ,02-May-2026 12:00 PM,08-May-2026 06:00 PM,18-May-2026 11:00 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,13/RED/E-Tender/2026-27 Date 02-04-2026,2026_REDUP_1137177_53,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Block Vijayipur Antargat Gram Jagatpur Me Mukhya marge se Dinesh Singh Ke Ghar Hokar Durvijay singh ke Ghar Tak CC Road Nirman.,Block Vijayipur Antargat Gram Jagatpur Me Mukhya marge se Dinesh Singh Ke Ghar Hokar Durvijay singh ke Ghar Tak CC Road Nirman.,PREFIRED NIT ,NA ,"20,50,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,05-May-2026 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,1.0,SBI Bank,EE RED FATEHPUR,VIKAS BHAWAN FATEHPUR,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6097336.0,M/S RAJENDRA KUMAR SINGH AND COMPANY,07-May-2026 09:42 PM,Rejected-Finance,REJECT,23-May-2026 02:09 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
