Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage
EE,Internal,,Praveen Prakash Gautam,25-May-2026 04:31 PM,28-May-2026 02:00 PM,techsummary_2135390.pdf (1071.37 KB),10-Jun-2026,"INR 184,830",30.0,Praveen Prakash Gautam,10-Jun-2026 05:39 PM,1792.pdf (112.00 KB),Technical,"06 bids received, in which 02 admitted and rest rejected",Praveen Prakash Gautam,25-May-2026 04:27 PM,technical_2135390.pdf,1.0,6087244.0,M/S R S Enterises,INR,"184,830",ee,Internal,,Praveen Prakash Gautam,10-Jun-2026 05:37 PM,finsummary_2135390.pdf (1071.37 KB),Finance,All Admitted,Praveen Prakash Gautam,29-May-2026 11:50 AM,finance_2135390.pdf,BOQ Comparative Chart,1,6087397,ISHTAKHAR AHAMAD,04-May-2026 01:29 PM,Rejected-AOC,Not Admitted,10-Jun-2026 05:39 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",2026_UPIDC_1143214_11,02/E.E/2026-27,Cleaning of Chatia Drain Between Km.0.000 to Km 4.000 for Year 2026-27(Lot 11),AOC,Executive Engineer,Office Sharda Sagar Division Pilibhit,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",02/E.E/2026-27,2026_UPIDC_1143214_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Cleaning of Chatia Drain Between Km.0.000 to Km 4.000 for Year 2026-27(Lot 11),Date,,29-Apr-2026 09:00 AM,04-May-2026 02:00 PM,29-Apr-2026 09:00 AM,04-May-2026 02:00 PM,NA ,NA ,29-Apr-2026 09:00 AM,04-May-2026 02:00 PM,28-May-2026 02:00 PM,"4,000",No,fixed,,Nil,Nil,Cleaning of Chatia Drain Between Km.0.000 to Km 4.000 for Year 2026-27(Lot 11),Cleaning of Chatia Drain Between Km.0.000 to Km 4.000 for Year 2026-27(Lot 11),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Pilibhit,262001.0,NA ,NA ,NA ,Office Sharda Sagar Division Pilibhit,No ,No,677.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6086016,M/s Hindustan Construction,04-May-2026 09:36 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6084981,M/S RIZWAN CONTRACTOR,03-May-2026 03:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6087244,M/S R S Enterises,04-May-2026 01:09 PM,Accepted-AOC,Admitted,10-Jun-2026 05:39 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6086376,NDPSY Enterprises,04-May-2026 01:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6085443,RANA ENTERPRISES,03-May-2026 06:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2026 04:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
