Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
19-Jun-2026,"INR 29,668,508.11",90.0,PRABHAT SHANKAR,19-Jun-2026 07:40 PM,3559.pdf (413.00 KB),AWARD LETTER,1.0,5989015.0,DYNASTY PROMOTERS PRIVATE LIMITED,19-Mar-2026 04:06 PM,Rejected-Finance,L2,11-Jun-2026 07:27 PM,1.0,5985528.0,M/S AMT BUILDERS PVT LTD,INR,"29,668,508.11",Greater Noida Industrial Development Authority,2026_GNIDA_1122182_7,SM/(TENDER CELL)/2026/724 DATED-28.02.2026,"Resurfacing of 6 Percent abadi plots roads in village Roza Yaqubpur, Greater Noida.",Technical,UNDER EVALUATION,PRABHAT SHANKAR,23-Mar-2026 12:26 PM,,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,11-Jun-2026 07:27 PM,finsummary_2089307.pdf (152.00 KB),Finance,UNDER EVALUATION,PRABHAT SHANKAR,29-Apr-2026 04:06 PM,,BOQ Comparative Chart,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,28-Apr-2026 06:23 PM,29-Apr-2026 11:00 AM,techsummary_2089307.pdf (183.02 KB),AOC,"6,13,000",No,fixed,,Nil,Nil,1.0,SBI Bank,06-Mar-2026 06:55 PM,23-Mar-2026 11:00 AM,06-Mar-2026 06:55 PM,20-Mar-2026 05:00 PM,NA ,NA ,06-Mar-2026 06:55 PM,20-Mar-2026 05:00 PM,29-Apr-2026 11:00 AM,SM_TENDER CELL,GNIDA OFFICE,"Resurfacing of 6 Percent abadi plots roads in village Roza Yaqubpur, Greater Noida.","Resurfacing of 6 Percent abadi plots roads in village Roza Yaqubpur, Greater Noida.",REFER TENDER DOCUMENT ,NA ,"3,06,17,655",Civil Works,DEVELOPMENT WORK ,Tender,90.0,90.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,"4,250",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",Greater Noida Industrial Development Authority,SM/(TENDER CELL)/2026/724 DATED-28.02.2026,2026_GNIDA_1122182_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2.0,5992739.0,J S S Infratech,20-Mar-2026 03:02 PM,Rejected-Finance,L4,11-Jun-2026 07:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,5985528.0,M/S AMT BUILDERS PVT LTD,20-Mar-2026 01:53 PM,Accepted-AOC,L1,19-Jun-2026 07:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,AOC
,,,,,,,4.0,5986576.0,M/s Goodhill Builders,19-Mar-2026 11:56 AM,Rejected-Finance,L3,11-Jun-2026 07:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,AOC
