Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,17-Mar-2026 10:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 10:00 AM,23-Mar-2026 02:00 PM,NA ,NA ,17-Mar-2026 10:00 AM,23-Mar-2026 02:00 PM,01-Jun-2026 03:15 PM,559.0,Nil,Nil,No,"1,60,000",No,fixed,,Nil,Nil,Executive Engineer,Office of the Executive Engineer Kanpur Division Lower Ganga Canal Kanpur 208004,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",03/EE/20256-26,2026_UPIDC_1120113_36,Yes,Auction,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Auction for Extra Silt/Malba/Kachra in Auron Mr. from km 0.000 to 2.500 (L/B and R/B),Auction,Please refer Tender documents. ,NA ,"1,60,000",Civil Works - Others,NA ,Tender,90.0,14.0,Kanpur,208004.0,NA ,NA ,NA ,Office of the E.E.K.D.L.G.C. Kanpur,No ,No,AOC,1.0,5999418.0,BALA JI CONSTRUCTION,INR,"183,000",Finance,Boq,Mahendra Kumar,01-Jun-2026 03:52 PM,finance_2100150.pdf,BOQ Comparative Chart,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Jaiswar Pramod Kumar 6 Vinod Kumar,Mahendra Kumar,13-Jun-2026 08:27 AM,finsummary_2100150.pdf (192.33 KB),1.0,5999418.0,BALA JI CONSTRUCTION,23-Mar-2026 01:30 PM,Accepted-AOC,L1,13-Jun-2026 08:29 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",2026_UPIDC_1120113_36,03/EE/20256-26,Auction for Extra Silt/Malba/Kachra in Auron Mr. from km 0.000 to 2.500 (L/B and R/B),Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Jaiswar Pramod Kumar 6 Vinod Kumar,Mahendra Kumar,01-Jun-2026 03:03 PM,01-Jun-2026 03:15 PM,techsummary_2100150.pdf (177.24 KB),13-Jun-2026,"INR 183,000",14.0,Mahendra Kumar,13-Jun-2026 08:29 AM,C.pdf (192.00 KB),AOC,Technical,Technical bid open by committee,Mahendra Kumar,23-Mar-2026 05:12 PM,technical_2100150.pdf,AOC
2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
