Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
16-Jun-2026,"INR 349,863.32",12.0,avadhesh kumar sharma,16-Jun-2026 02:34 PM,12A.pdf (517.00 KB),Ag.No. 12/EE/2026-27 DATE 11.06.2026 M/S CHAUDHARY CONSTRUCTION,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2026_UPIDC_1156368_4,02/EEAID/2026-27,LOT 04 Janpad Bijnor mein Gangan Nadi ke daaye kinare par sthit Nahtaur Bandh ke Km 1.150 se Km 1.930 ke madhya jangal safai evam rain cuts bharne ka karya.,1.0,6175249.0,CHAUDHARY CONSTRUCTIONS,INR,"349,863.32",1,6175249,CHAUDHARY CONSTRUCTIONS,07-Jun-2026 06:30 PM,Accepted-AOC,accepted,16-Jun-2026 02:34 PM,Finance,All bids accepted in first Stage Finencial evaluation is under process.,avadhesh kumar sharma,10-Jun-2026 02:09 PM,,BOQ Comparative Chart,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,09-Jun-2026 12:40 PM,10-Jun-2026 12:00 PM,techsummary_2166797.pdf (482.53 KB),Technical,All bids accepted in first Stage Technical evaluation is under process.,avadhesh kumar sharma,08-Jun-2026 04:22 PM,,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,16-Jun-2026 01:19 PM,finsummary_2166797.pdf (498.45 KB),AOC,766.0,Nil,Nil,No,02-Jun-2026 12:00 PM,08-Jun-2026 12:30 PM,02-Jun-2026 12:00 PM,08-Jun-2026 12:00 PM,NA ,NA ,02-Jun-2026 12:00 PM,08-Jun-2026 12:00 PM,10-Jun-2026 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",02/EEAID/2026-27,2026_UPIDC_1156368_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,LOT 04 Janpad Bijnor mein Gangan Nadi ke daaye kinare par sthit Nahtaur Bandh ke Km 1.150 se Km 1.930 ke madhya jangal safai evam rain cuts bharne ka karya.,LOT 04 Janpad Bijnor mein Gangan Nadi ke daaye kinare par sthit Nahtaur Bandh ke Km 1.150 se Km 1.930 ke madhya jangal safai evam rain cuts bharne ka karya.,AS PER NIT ,NA ,"6,28,000",Civil Works,NA ,Tender,105.0,12.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,"13,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6177526,dinesh kumar contractor,08-Jun-2026 06:41 AM,Rejected-AOC,rejected,16-Jun-2026 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6178306,KAUSHIK CONSTRUCTION AND SUPPLIERS,08-Jun-2026 10:33 AM,Rejected-AOC,rejected,16-Jun-2026 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6176269,M/S MALIK CONSTRUCTION,07-Jun-2026 12:09 PM,Rejected-AOC,rejected,16-Jun-2026 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6178078,M/S SANJEEV KUMAR CONTRACTOR,08-Jun-2026 09:52 AM,Rejected-Technical,ALL TECHNICAL DOCUMENT NOT COMPLETE,09-Jun-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6176738,VED PRAKASH,07-Jun-2026 03:49 PM,Rejected-AOC,rejected,16-Jun-2026 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
