Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,416",Nil,Nil,No,"13,994",No,percentage,3.0%,Nil,Nil,CE,Ghaziabad Nagar Nigam,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,23-May-2026 03:00 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_35,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Construction of culvert near the primary school in Ward-62, Harsawangaon.","Construction of culvert near the primary school in Ward-62, Harsawangaon.",Please refer Tender documents. ,NA ,"4,66,466",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,AOC,1.0,6080506.0,M/S MAGIC SOLUTIONS,INR,"396,496",Finance,Finance,Rajendra Singh,25-May-2026 12:56 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,15-Jun-2026 02:36 PM,finsummary_2121947.pdf (551.54 KB),Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_35,116/Nirman/2026-27 Date 04.04.2026,"Construction of culvert near the primary school in Ward-62, Harsawangaon.",1,6078120,Bhushan Enterprises,29-Apr-2026 11:25 PM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,15-Jun-2026,"INR 396,496",30.0,Kuldeep Kumar Tamar,15-Jun-2026 02:39 PM,35116.pdf (552.00 KB),Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 06:17 PM,,CE,Internal,,narendra kumar chaudhary,23-May-2026 01:35 PM,23-May-2026 03:00 PM,techsummary_2121947.pdf (667.35 KB),AOC
,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6079983,KESH RAM CONSTRUCTIONS,30-Apr-2026 01:24 PM,Rejected-Technical,all requried not complete,23-May-2026 01:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,6069491,M/S AAKRITI CONSTRUCTIONS,26-Apr-2026 06:50 AM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6080506,M/S MAGIC SOLUTIONS,30-Apr-2026 02:38 PM,Accepted-AOC,L1,15-Jun-2026 02:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,6078711,M/S PRAKSH CONSTRUCTION COMPANY,29-Apr-2026 07:16 PM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,6077500,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,30-Apr-2026 09:45 AM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,6075763,M/S SHIVAM BUILDERS,28-Apr-2026 09:12 PM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,6080195,M/S SHIV CONSTRUCTION,30-Apr-2026 02:33 PM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,6079100,RAQEEB CONTRACTOR,30-Apr-2026 07:14 AM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,6073461,SHREE BALAJI ENTERPRISES / DHRUV SHARMA,30-Apr-2026 01:05 PM,Rejected-Finance,L2,15-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,AOC
