Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Installation work of high mast lights at public places at the specified locations in Gram panchayat Simrai Block Sultanganj .,Installation work of high mast lights at public places at the specified locations in Gram panchayat Simrai Block Sultanganj .,Please refer Tender documents. ,NA ,"1,88,416",Civil Works - Others,NA ,Tender,90.0,90.0,Mainpuri,205001.0,NA ,NA ,NA ,E.E.RED VIKAS BHAWAN MAINPURI,No ,No,11-May-2026 10:00 AM,25-May-2026 12:30 PM,11-May-2026 10:00 AM,25-May-2026 12:00 PM,NA ,NA ,11-May-2026 10:00 AM,25-May-2026 12:00 PM,03-Jun-2026 10:00 AM,"4,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,559.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,234/EE/RED/22-04-2025,2026_REDUP_1145823_22,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical bid,E.E.RED VIKAS BHAWAN MAINPURI,E.E.RED VIKAS BHAWAN MAINPURI,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2026_REDUP_1145823_22,234/EE/RED/22-04-2025,Installation work of high mast lights at public places at the specified locations in Gram panchayat Simrai Block Sultanganj .,1,6137159,M/s SHRI GANESH CONSTRUCTION AND SUPPLIERS,24-May-2026 10:47 AM,Rejected-AOC,L-2,29-Jun-2026 01:02 PM,1.0,6133547.0,SHRI SHIVENDRA KUMAR,INR,"188,322",E.E.Nuzhat Parveen,Internal,"A.E.RED, D.A.O.RED",MUKESH VERMA,10-Jun-2026 03:54 PM,finsummary_2143387.pdf (191.69 KB),Finance,ALL BIDS ADMITTED,Nuzahat Parveen,03-Jun-2026 04:12 PM,,BOQ Comparative Chart,Er.Nuzhat Parveen,Internal,"A.E.RED, D.A.O.RED",Nuzahat Parveen,01-Jun-2026 01:17 PM,03-Jun-2026 10:00 AM,techsummary_2143387.pdf (294.06 KB),Technical,All bids are Admitted.,Nuzahat Parveen,26-May-2026 11:00 AM,,20-Jun-2026,"INR 188,322",90.0,Nuzahat Parveen,29-Jun-2026 01:02 PM,AAA_0001.pdf (284.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial bid,,,AOC,,,,,2,6133547,SHRI SHIVENDRA KUMAR,24-May-2026 04:52 PM,Accepted-AOC,L-1,29-Jun-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
