S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",01/EE/2026-27 Lot 1,2026_UPIDC_1149293_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER SSK 36 JAUNPUR,EXECUTIVE ENGINEER SSK 36 JAUNPUR,21-May-2026 11:00 AM,28-May-2026 02:00 PM,21-May-2026 11:00 AM,28-May-2026 01:00 PM,NA ,NA ,21-May-2026 11:00 AM,28-May-2026 01:00 PM,02-Jun-2026 10:00 AM,1,Fee/PreQual/Technical,.pdf,Technical,1.0,shudhipatra,Other,,767.0,Nil,Nil,No,ESTIMATE FOR SCRAPPING WORK IN PARMANANDPUR DRAIN FROM KM.0.000 TO KM.5.000,ESTIMATE FOR SCRAPPING WORK IN PARMANANDPUR DRAIN FROM KM.0.000 TO KM.5.000,Please refer Tender documents. ,NA ,"2,49,000",Civil Works,NA ,Tender,90.0,10.0,EXECUTIVE ENGINEER SSK 36 JAUNPUR,222002.0,NA ,NA ,NA ,EXECUTIVE ENGINEER SSK 36 JAUNPUR,No ,No,"4,980",Yes,fixed,,Nil,Nil,AOC,Finance,ok,Sunil Kumar Gupta,12-Jun-2026 12:11 PM,finance_2154628.pdf,BOQ Comparative Chart,sunil kumar gupta,Internal,,Sunil Kumar Gupta,01-Jun-2026 05:31 PM,02-Jun-2026 10:00 AM,techsummary_2154628.pdf (116.78 KB),Technical,ok,Sunil Kumar Gupta,01-Jun-2026 04:57 PM,technical_2154628.pdf,sunil kumar gupta,Internal,,Sunil Kumar Gupta,12-Jun-2026 12:14 PM,finsummary_2154628.pdf (116.78 KB),12-Jun-2026,"INR 130,837.5",10.0,Sunil Kumar Gupta,12-Jun-2026 12:18 PM,AOClot1.pdf (288.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2026_UPIDC_1149293_1,01/EE/2026-27 Lot 1,ESTIMATE FOR SCRAPPING WORK IN PARMANANDPUR DRAIN FROM KM.0.000 TO KM.5.000,1.0,6145751.0,RAJNISH CONSTRUCTION WORKS,INR,"130,837.5",1,6145751,RAJNISH CONSTRUCTION WORKS,27-May-2026 02:37 PM,Accepted-AOC,L1,12-Jun-2026 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6147812,SIDDHI ENTERPRISES,28-May-2026 09:07 AM,Rejected-Finance,L2,12-Jun-2026 12:14 PM,AOC
