Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Maintenance Of chhoia Drain from K.M. 0.000 to K.M. 46.400,Maintenance Of chhoia Drain from K.M. 0.000 to K.M. 46.400 of Distt. Hardoi,Please refer Tender documents. ,NA ,"52,55,000",Civil Works,NA ,Tender,90.0,20.0,Hardoi,241001.0,NA ,NA ,NA ,Lucknow,No ,No,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee,29-May-2026 12:00 PM,05-Jun-2026 01:00 PM,29-May-2026 12:00 PM,04-Jun-2026 05:00 PM,NA ,NA ,29-May-2026 12:00 PM,04-Jun-2026 05:00 PM,06-Jun-2026 12:00 PM,S.E.,"Superintending Engineer, Drainage Circle Lucknow","5,25,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow",Letter no.999/DCL/eTender/Dt.15.05.26,2026_UPIDC_1155189_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,Finance,RAJ PAL SINGH CONTRACTOR is L1,Kumar Viplaw,06-Jun-2026 03:56 PM,finance_2163959.pdf,BOQ Comparative Chart,Kumar Viplaw S.E.,Internal,Faujdar Ram E.E. Ashutosh Saraswat E.E.,Kumar Viplaw,05-Jun-2026 05:57 PM,06-Jun-2026 12:00 PM,techsummary_2163959.pdf (480.13 KB),Technical,03 Bids are received. All Bidders are Qualified for Financial Bid Opening.,Kumar Viplaw,05-Jun-2026 05:50 PM,technical_2163959.pdf,Kumar Viplaw S.E.,Internal,Faujdar Ram E.E. Ashutosh Saraswat E.E.,Kumar Viplaw,06-Jun-2026 04:00 PM,finsummary_2163959.pdf (215.06 KB),09-Jun-2026,"INR 3,562,650",20.0,Kumar Viplaw,17-Jun-2026 03:03 PM,choiyaAOC.pdf (740.00 KB),M/S Rajpal Singh Prop Shri Preetam Singh Village Mohamdabad Post Padham District Firojabad Pin 283136,1.0,6165399.0,RAJ PAL SINGH CONTRACTOR,INR,"3,562,650","U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow",2026_UPIDC_1155189_1,Letter no.999/DCL/eTender/Dt.15.05.26,Maintenance Of chhoia Drain from K.M. 0.000 to K.M. 46.400,1,6167524,Ms A S Construction,04-Jun-2026 04:58 PM,Rejected-AOC,-4.91 Percent Below,17-Jun-2026 03:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6167998,M/S JAGDISH CONSTRUCTION AND SUPPLIERS,04-Jun-2026 04:57 PM,Rejected-AOC,-1.68 Percent Below,17-Jun-2026 03:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6165399,RAJ PAL SINGH CONTRACTOR,03-Jun-2026 04:52 PM,Accepted-AOC,-32.20 Percent Below,17-Jun-2026 03:03 PM,AOC
