Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
CE,Internal,,narendra kumar chaudhary,26-May-2026 03:25 PM,26-May-2026 04:00 PM,techsummary_2121813.pdf (1970.45 KB),Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 04:47 PM,,06-Jun-2026,"INR 4,437,523",60.0,Kuldeep Kumar Tamar,06-Jun-2026 06:39 PM,13116.pdf (430.00 KB),1,6076959,ARUN CONSTRUCTION CO,29-Apr-2026 11:50 AM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_13,116/Nirman/2026-27 Date 04.04.2026,"In Ward-24, Shankar Vihar, road improvement work from Ramveer house to Harinath house, from Neeraj house to Bablu house, from Suresh house via Sachin house to Devendra house, from Ramveer house to Rakesh house, from Sunita house to Phaliram house, fr",1.0,6053820.0,PRAMOD KUMAR SINGHAL,INR,"4,437,523",ce,Internal,,Kuldeep Kumar Tamar,06-Jun-2026 06:36 PM,finsummary_2121813.pdf (430.45 KB),Finance,Finance,Rajendra Singh,26-May-2026 04:40 PM,,BOQ Comparative Chart,AOC,CE,Ghaziabad Nagar Nigam,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,26-May-2026 04:00 PM,"3,696",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"In Ward-24, Shankar Vihar, road improvement work from Ramveer house to Harinath house, from Neeraj house to Bablu house, from Suresh house via Sachin house to Devendra house, from Ramveer house to Rakesh house, from Sunita house to Phaliram house, fr","In Ward-24, Shankar Vihar, road improvement work from Ramveer house to Harinath house, from Neeraj house to Bablu house, from Suresh house via Sachin house to Devendra house, from Ramveer house to Rakesh house, from Sunita house to Phaliram house, fr",Please refer Tender documents. ,NA ,"52,20,616",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"1,56,618",No,percentage,3.0%,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,2,6077886,M/s kamlesh engineering,29-Apr-2026 04:08 PM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,6079028,M/S MAA PADMAWATI CONSTRUCTION,29-Apr-2026 11:07 PM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,6072254,M/S NORTH INDIA DEVELOPERS,29-Apr-2026 05:27 PM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,6077742,M/S PRATEEK ENTERPRISES,29-Apr-2026 03:26 PM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,6078394,M/s Yash Construction,30-Apr-2026 08:37 AM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,6053820,PRAMOD KUMAR SINGHAL,18-Apr-2026 06:48 PM,Accepted-AOC,L1,06-Jun-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,6069545,Raghuvanshi buildtech,30-Apr-2026 09:58 AM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,6080155,R B S CONSTRUCTION COMPANY,30-Apr-2026 02:22 PM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,6074505,R G Buildtech Engineers Limited,30-Apr-2026 12:36 PM,Rejected-Finance,L2,06-Jun-2026 06:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
