EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"78,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical,944.0,Nil,Nil,No,23-Apr-2026 10:00 AM,02-May-2026 12:30 PM,23-Apr-2026 10:00 AM,30-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 10:00 AM,30-Apr-2026 12:00 PM,13-May-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1/RED/Tender/2026-27,2026_REDUP_1140667_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED Sitapur,"Vikas Bhawan, Sitapur",1.0,SBI Bank,"Construction of CC and drain from the asphalt road to Mishri Lal house, from Shambhu house to Ramnaresh house and Chandrika Prasad house in Unchakheda Sadan Kheda, Assembly Sidhauli, Block Kasmanda","Construction of CC and drain from the asphalt road to Mishri Lal house, from Shambhu house to Ramnaresh house and Chandrika Prasad house in Unchakheda Sadan Kheda, Assembly Sidhauli, Block Kasmanda",Please refer Tender documents. ,NA ,"38,78,609",Civil Works,NA ,Tender,90.0,NA ,"Kasmanda, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,AOC,Gyanendra Kumar,Internal,,Gyanendra Kumar,15-May-2026 04:29 PM,finsummary_2130083.pdf (521.62 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,02-May-2026 05:33 PM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,12-May-2026 12:01 PM,13-May-2026 12:30 PM,techsummary_2130083.pdf (368.05 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,13-May-2026 12:58 PM,,BOQ Comparative Chart,1,6077516,KAMLENDRA VIKRAM SINGH,29-Apr-2026 01:52 PM,Accepted-AOC,L1,17-Jun-2026 06:37 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2026_REDUP_1140667_2,1/RED/Tender/2026-27,"Construction of CC and drain from the asphalt road to Mishri Lal house, from Shambhu house to Ramnaresh house and Chandrika Prasad house in Unchakheda Sadan Kheda, Assembly Sidhauli, Block Kasmanda",1.0,6077516.0,KAMLENDRA VIKRAM SINGH,INR,"3,874,342",04-Jun-2026,"INR 3,874,342",90.0,Ravi Pratap Singh,17-Jun-2026 06:37 PM,11.pdf (358.00 KB),AOC
,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6078437,M/s Mannat Construction,29-Apr-2026 05:32 PM,Rejected-Finance,Higher Rate Quoted,15-May-2026 04:29 PM,,,,,,,,,,,,,,,,AOC
