S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE BARABANKI,1654/EE RED Barabanki/2025-26 Dt 25/02/2026,2026_REDUP_1128713_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,22-Jul-2026 04:47 PM,27-Mar-2026 01:00 PM,21-Mar-2026 11:00 AM,27-Mar-2026 12:00 PM,NA ,NA ,21-Mar-2026 11:00 AM,27-Mar-2026 12:00 PM,10-Apr-2026 12:00 PM,"Under District Barabanki, Construction of Interlinking road from Imran house to Hafiz Mukhtar Aleem house in village Bhanmau under Block Harkh, Lot No 3","Under District Barabanki, Construction of Interlinking road from Imran house to Hafiz Mukhtar Aleem house in village Bhanmau under Block Harkh, Lot No 3",Please refer Tender documents. ,NA ,"12,28,000",Civil Works,NA ,Tender,90.0,90.0,Barabanki,225001.0,EE RED Barabanki Vikas Bhawan Barabanki ,EE RED Barabanki Vikas Bhawan Barabanki  ,23-Mar-2026 11:00 AM ,EE RED Barabanki Vikas Bhawan Barabanki,No ,No,"24,560",No,percentage,2.0%,Nil,Nil,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,EE RED Barabanki Vikas Bhawan Barabanki,EE RED Barabanki Vikas Bhawan Barabanki,AOC,Er Gyanendra Kumar EE RED Barabanki,Internal,"Er Gyanendra Kumar EE RED Barabanki, Er Deo Sharan Prasad AE RED Barabanki , Mr Sushil Kumar Tripathi DAO RED Barabanki",Gyanedra Kumar,06-Apr-2026 07:50 PM,10-Apr-2026 12:00 PM,techsummary_2105178.pdf (153.96 KB),Finance,Summary,Gyanendra Kumar,14-Apr-2026 10:03 AM,,BOQ Comparative Chart,Er Gyanendra Kumar EE RED Barabanki,Internal,,Gyanedra Kumar,12-Jun-2026 03:42 PM,finsummary_2105178.pdf (403.80 KB),Technical,Summary,Gyanendra Kumar,30-Mar-2026 11:48 AM,,1.0,6004255.0,Indar Contractor Suppliers,INR,"1,447,382",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE BARABANKI,2026_REDUP_1128713_3,1654/EE RED Barabanki/2025-26 Dt 25/02/2026,"Under District Barabanki, Construction of Interlinking road from Imran house to Hafiz Mukhtar Aleem house in village Bhanmau under Block Harkh, Lot No 3",1,6004255,Indar Contractor Suppliers,24-Mar-2026 05:57 PM,Accepted-AOC,AoC,12-Jun-2026 03:45 PM,13-Jun-2026,"INR 1,447,382",90.0,Gyanedra Kumar,12-Jun-2026 03:45 PM,1654_3.pdf (404.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6003092,MALTI CONTRACTER AND SUPPLYERS,24-Mar-2026 01:14 PM,Rejected-Finance,Rejected,12-Jun-2026 03:42 PM,,,,,,,AOC
