S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,6108461,LATIF AHAMAD,12-May-2026 04:35 PM,Accepted-AOC,AOC,10-Jun-2026 01:25 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE FIROZABAD,2026_REDUP_1146449_1,1196/RED/Nivida Patra.-Firozabad/Samanya Karya/2025-26 Date 25-03-2026,Major Repair work of Block Resource Center Block Eka,1.0,6108461.0,LATIF AHAMAD,INR,"1,147,782.44",10-Jun-2026,"INR 1,147,782.44",90.0,Komal Agarwal,10-Jun-2026 01:25 PM,DOS_eka.pdf (357.00 KB),AOC,EE RED Firozabad,Internal,"AE,DAO,RED, firozabad",Komal Agarwal,19-May-2026 04:53 PM,23-May-2026 12:00 PM,techsummary_2143943.pdf (262.05 KB),Finance,summary,Komal Agarwal,23-May-2026 01:32 PM,,BOQ Comparative Chart,EE RED Firozabad,Internal,"AE, DAO, RED FIROZABAD",Komal Agarwal,10-Jun-2026 01:22 PM,finsummary_2143943.pdf (447.43 KB),Technical,summary,Komal Agarwal,14-May-2026 01:49 PM,,AOC,1.0,SBI Bank,Major Repair work of Block Resource Center Block Eka,Major Repair work of Block Resource Center Block Eka,Please refer Tender documents. ,NA ,"11,66,000",Civil Works,NA ,Tender,90.0,90.0,Major Repair work of Block Resource Center Block E,283205.0,NA ,NA ,NA ,"EE, RED, Firozabad",No ,No,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical Bid,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE FIROZABAD,1196/RED/Nivida Patra.-Firozabad/Samanya Karya/2025-26 Date 25-03-2026,2026_REDUP_1146449_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,08-May-2026 10:00 AM,13-May-2026 02:00 PM,08-May-2026 10:00 AM,13-May-2026 12:00 PM,NA ,NA ,08-May-2026 10:00 AM,13-May-2026 12:00 PM,23-May-2026 12:00 PM,Executive Engineer,"RED, Firozabad","30,000",No,fixed,,Nil,Nil,AOC
2,6108470,M/S VISHNU DUTT GARG,12-May-2026 07:14 PM,Rejected-Finance,Highest Bidder,10-Jun-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
