Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,"Gomtinagar Phase-2, Mantri Awas sthit Awas No.-C-311, Type-4 me adhyasan parivartan ke kaaran shatigrast do bathroomon va kitchen ki marammat, va fittings badalne ka karya, shatigrast khidki-darwaze badalne ka karya va anya awashyak marammati karya.","Gomtinagar Phase-2, Mantri Awas sthit Awas No.-C-311, Type-4 me adhyasan parivartan ke kaaran shatigrast do bathroomon va kitchen ki marammat, va fittings badalne ka karya, shatigrast khidki-darwaze badalne ka karya va anya awashyak marammati karya.",Please refer Tender documents. ,NA ,"2,39,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,23-Apr-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,"23,900",No,fixed,,Nil,Nil,22-Apr-2026 09:00 AM,27-Apr-2026 12:30 PM,22-Apr-2026 09:00 AM,27-Apr-2026 12:00 PM,NA ,NA ,22-Apr-2026 09:00 AM,27-Apr-2026 12:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,693/E-Tender/2025-26 dt. 15.04.2026,2026_PWDBL_1139789_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,770.0,Nil,Nil,No,AOC,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1139789_10,693/E-Tender/2025-26 dt. 15.04.2026,"Gomtinagar Phase-2, Mantri Awas sthit Awas No.-C-311, Type-4 me adhyasan parivartan ke kaaran shatigrast do bathroomon va kitchen ki marammat, va fittings badalne ka karya, shatigrast khidki-darwaze badalne ka karya va anya awashyak marammati karya.",1,6070404,M/s M.H. ENTERPRISES,27-Apr-2026 10:12 AM,Rejected-Finance,Financial bid Rejected due to L2,12-Jun-2026 03:59 PM,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,12-Jun-2026 03:59 PM,finsummary_2128513.pdf (1547.30 KB),1.0,6070382.0,M/S VINDHYAVASINI TRADING AND CONSTRUCTION COMPANY,INR,"234,379.72",Finance,Evaluation Letter,DILIP KUMAR,06-May-2026 04:35 PM,finance_2128513.pdf,BOQ Comparative Chart,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,12-Jun-2026 03:56 PM,techsummary_2128513.pdf (1547.30 KB),12-Jun-2026,"INR 234,379.72",30.0,DILIP KUMAR,12-Jun-2026 04:04 PM,1044.pdf (1028.00 KB),AOC for Acceptance No - date,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6070382,M/S VINDHYAVASINI TRADING AND CONSTRUCTION COMPANY,27-Apr-2026 09:57 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 234379.72 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,12-Jun-2026 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
