S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,6059496,M/S AMIT TRADERS,20-Apr-2026 03:57 PM,Accepted-AOC,ok,18-Jun-2026 07:20 PM,1.0,6059496.0,M/S AMIT TRADERS,INR,"2,749,110",Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1116841_2,6269(326)/NNA/2025-26,NIRMAN WORK,18-Jun-2026,"INR 2,749,110",60.0,Rajvir Singh,18-Jun-2026 07:20 PM,cammetti.pdf (193.00 KB),ok,CE,Internal,EE,Rajvir Singh,21-May-2026 01:15 PM,21-May-2026 01:20 PM,techsummary_2121026.pdf (193.38 KB),Finance,ok,Rajesh Kumar,02-Jun-2026 06:39 PM,,BOQ Comparative Chart,ce,Internal,ee,Rajesh Kumar,02-Jun-2026 07:15 PM,finsummary_2121026.pdf (260.75 KB),Technical,All Documents Completed,Rajvir Singh,21-May-2026 12:14 PM,technical_2121026.pdf,AOC,EE,NAGAR NIGAM ALIGARH,1.0,SBI Bank,"3,304",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"27,56,000",Civil Works,NA ,Tender,90.0,60.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(326)/NNA/2025-26,2026_DOLBU_1116841_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,76,000",No,fixed,,Nil,Nil,11-Apr-2026 05:00 PM,22-Apr-2026 11:00 AM,11-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,NA ,NA ,11-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,21-May-2026 01:20 PM,AOC
2,6058904,M/S MFA CONSTRACTION,20-Apr-2026 01:12 PM,Rejected-Finance,ok,02-Jun-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
