Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Finance,SHREE SHIVAY INFRA,DIVAKAR BHASKAR,30-Mar-2026 05:53 PM,,BOQ Comparative Chart,11-Jun-2026,"INR 837,399",45.0,DIVAKAR BHASKAR,11-Jun-2026 02:13 PM,1131100shivay.pdf (2220.00 KB),1,6015964,SHREENATH INFRASTRUCTURE,28-Mar-2026 12:30 PM,Rejected-Finance,L2,30-Mar-2026 05:58 PM,1.0,6015900.0,SHREE SHIVAY INFRA,INR,"837,399","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1131100_1,415/AA-2/25-26,Improvement of Lane by I/L Tiles and Drain From S.K Singh To Sunil Kumar Near New Azad Nagar Police Chauki in New Azad Nagar ward46 Zone02,CE,Internal,,DIVAKAR BHASKAR,30-Mar-2026 05:56 PM,techsummary_2110310.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,30-Mar-2026 05:58 PM,finsummary_2110310.pdf (194.18 KB),AOC,Improvement of Lane by I/L Tiles and Drain From S.K Singh To Sunil Kumar Near New Azad Nagar Police Chauki in New Azad Nagar ward46 Zone02,Improvement of Lane by I/L Tiles and Drain From S.K Singh To Sunil Kumar Near New Azad Nagar Police Chauki in New Azad Nagar ward46 Zone02,Please refer Tender documents. ,NA ,"9,89,121",Civil Works,NA ,Tender,90.0,45.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,"98,912",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,boq,"Kanpur Municipal Corporation, Kanpur, UP",415/AA-2/25-26,2026_NNKAN_1131100_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"CHIEF ENGINEER, KMC",Motijheel,"1,180",Nil,Nil,No,28-Mar-2026 11:55 AM,28-Mar-2026 04:00 PM,28-Mar-2026 11:55 AM,28-Mar-2026 03:00 PM,NA ,NA ,28-Mar-2026 11:55 AM,28-Mar-2026 03:00 PM,1.0,SBI Bank,AOC
,,,,,,,,,,,,2,6015900,SHREE SHIVAY INFRA,28-Mar-2026 12:16 PM,Accepted-AOC,AOC,11-Jun-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,6016239,UTKARSH ENTERPRISES,28-Mar-2026 01:43 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-wrong affidavit,30-Mar-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
