Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Tender Stage
Technical,All Bid Admitted,satendra singh,10-Apr-2026 01:18 PM,,20-May-2026,"INR 188,312.23",75.0,Shailendra Kumar Singh,02-Jun-2026 12:49 PM,w1632.pdf (404.00 KB),AOC,Executive Officer,Internal,EO/JE/Lipik,Shailendra Kumar Singh,01-May-2026 02:05 PM,01-May-2026 02:10 PM,techsummary_2112013.pdf (418.55 KB),Directorate of Local Bodies UP||Nagar Palika Parishad Muradnagar Ghaziabad,2026_DOLBU_1131598_16,2085/NPPM/AKE-Nivida/2025-26 dt. 28.03.2026,Civil Works,1.0,6037424.0,SHIVALIK CONSTRUCTIONS,08-Apr-2026 09:51 PM,Accepted-AOC,Lowest,02-Jun-2026 12:49 PM,1.0,6037424.0,SHIVALIK CONSTRUCTIONS,INR,"188,312.23",Finance,All Bid Admitted,Shailendra Kumar Singh,01-May-2026 05:24 PM,,BOQ Comparative Chart,Executive Officer,Internal,EO/JE/Lipik,Shailendra Kumar Singh,06-May-2026 06:43 PM,finsummary_2112013.pdf (498.70 KB),AOC,30-Mar-2026 06:00 PM,09-Apr-2026 04:00 PM,30-Mar-2026 06:00 PM,09-Apr-2026 02:00 PM,NA ,NA ,30-Mar-2026 06:00 PM,09-Apr-2026 02:00 PM,01-May-2026 02:10 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Muradnagar Ghaziabad,2085/NPPM/AKE-Nivida/2025-26 dt. 28.03.2026,2026_DOLBU_1131598_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EMD and Tender Fee,Civil Works,Ward No-21 Mo. Brij Vihar Colony mein Jitendra Rana ke makaan se Dr. Pradeep ke makaan tak C.C. sadak wa R.C.C. naali nirmaan kaarya.,Please refer Tender documents. ,NA ,"1,88,316",Civil Works,NA ,Tender,90.0,75.0,NPP Muradnagar,201206.0,NA ,NA ,NA ,NPP Muradnagar,No ,No,"18,832",No,percentage,10.0%,Executive Officer,Nagar Palika Parishad Muradnagar,188.0,Executive Officer,Nagar Palika Parishad Muradnagar,No,Executive Officer,NPP Muradnagar,1.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,6038573.0,strategic communication,09-Apr-2026 01:58 PM,Rejected-Finance,Above,06-May-2026 06:43 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
