S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,6060652,M/S ANIL CONTRACTOR,21-Apr-2026 01:29 PM,Accepted-AOC,Accepted,09-Jun-2026 09:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2026_UPPRC_1136890_1,04/UPPCL/GM-7/E-TENDER/2026-27 Dated-06.04.2026,"Construction of 02 No. barracks of 30 capacity (Including enclosure wall approximately 325 meters) by demolish the old barracks in Central Jail Fatehgarh, District -Farrukahbad (U.P.)",1.0,6060652.0,M/S ANIL CONTRACTOR,INR,"34,410,531.02",09-Jun-2026,"INR 34,410,531.02",270.0,RAKESH VERMA,09-Jun-2026 09:00 PM,AOC.pdf (607.00 KB),Enclosed,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-10, Kanpur, Accountant, Unit-10, Kanpur",RAKESH VERMA,08-May-2026 08:40 PM,11-May-2026 04:00 PM,techsummary_2122959.pdf (2942.77 KB),Finance,Enclosed,RAKESH VERMA,09-Jun-2026 08:50 PM,finance_2122959.pdf,BOQ Comparative Chart,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-10, Kanpur, Accountant, Unit-10, Kanpur",RAKESH VERMA,09-Jun-2026 08:54 PM,finsummary_2122959.pdf (2942.77 KB),Technical,Enclosed,RAKESH VERMA,08-May-2026 08:36 PM,technical_2122959.pdf,AOC,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,04/UPPCL/GM-7/E-TENDER/2026-27 Dated-06.04.2026,2026_UPPRC_1136890_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,15-Apr-2026 11:00 AM,21-Apr-2026 04:00 PM,15-Apr-2026 11:00 AM,21-Apr-2026 02:00 PM,NA ,NA ,15-Apr-2026 11:00 AM,21-Apr-2026 02:00 PM,11-May-2026 04:00 PM,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",1.0,Fee/PreQual/Technical,.pdf,BIDDOC,"Construction of 02 No. barracks of 30 capacity (Including enclosure wall approximately 325 meters) by demolish the old barracks in Central Jail Fatehgarh, District -Farrukahbad (U.P.)","Construction of 02 No. barracks of 30 capacity (Including enclosure wall approximately 325 meters) by demolish the old barracks in Central Jail Fatehgarh, District -Farrukahbad (U.P.)",Please refer Tender documents. ,NA ,"3,51,52,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,District -Farrukahbad (U.P.),209625.0,NA ,NA ,NA ,Lucknow,No ,No,"7,03,000",No,fixed,,Nil,Nil,"17,700",Nil,Nil,No,AOC
2,6058694,M/S PRAMOD KUMAR YADAV,21-Apr-2026 01:36 PM,Rejected-AOC,Accepted,09-Jun-2026 09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,6059715,M/S SHISHU PRATAP SINGH CONTRACTOR,21-Apr-2026 01:34 PM,Rejected-AOC,Accepted,09-Jun-2026 09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
