Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",Internal,"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",RAJAN KUMAR,30-Jun-2026 03:59 PM,30-Jun-2026 04:10 PM,techsummary_2174254.pdf (171.00 KB),Finance,Bid Opening Summary,RAJAN KUMAR,30-Jun-2026 04:46 PM,,BOQ Comparative Chart,1.0,6222281.0,DIWAN YADAV,28-Jun-2026 08:32 PM,Rejected-AOC,L3,30-Jun-2026 05:56 PM,30-Jun-2026,"INR 952,237.6",90.0,RAJAN KUMAR,30-Jun-2026 05:56 PM,11.pdf (59.00 KB),AOC,1.0,6222205.0,SRI ABHAY NARAYAN YADAV,INR,"952,237.6",Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,2026_RDUP_1160141_1,LT NO 298 DT 11-06-2026 LOT NO 11,vikas khand hanumanganj ke antargat vibhinn uchch prathmik vidyalaya mein 08 adad high mast solar light ka sthapna/lagaane ka karya,Technical,Bid Opening Summary,RAJAN KUMAR,29-Jun-2026 07:38 PM,,"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",Internal,"RAJAN KUMAR, BDO, MITHILESH KUMAR GOND, JE RED, VIJAYSHANKAR SINGH, INCHARGE ADO PANCHAYAT, VINOD KUMAR, ACCOUNTANT",RAJAN KUMAR,30-Jun-2026 05:03 PM,finsummary_2174254.pdf (171.00 KB),AOC,vikas khand hanumanganj ke antargat vibhinn uchch prathmik vidyalaya mein 08 adad high mast solar light ka sthapna/lagaane ka karya,vikas khand hanumanganj ke antargat vibhinn uchch prathmik vidyalaya mein 08 adad high mast solar light ka sthapna/lagaane ka karya,NIT ,NA ,"9,53,000",Civil Works,NA ,Tender,90.0,90.0,KP HANUMANGANJ,277001.0,NA ,NA ,NA ,BDO OFFICE HANUMANGANJ,No ,No,1,DD - Demand Draft,500.0,BDO HANUMANGANJ,HANUMANGANJ,No,"19,060",No,percentage,2.0%,BDO HANUMANGANJ,HANUMANGANJ,12-Jun-2026 05:00 PM,29-Jun-2026 04:00 PM,12-Jun-2026 05:00 PM,29-Jun-2026 03:00 PM,NA ,NA ,12-Jun-2026 05:00 PM,29-Jun-2026 03:00 PM,30-Jun-2026 04:10 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,BDO HANUMANGANJ,BDO OFFICE HANUMANGANJ,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,LT NO 298 DT 11-06-2026 LOT NO 11,2026_RDUP_1160141_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,2.0,6222237.0,RUDRA CONSTRUCTION & SUPPLIERS,28-Jun-2026 08:24 PM,Rejected-AOC,L2,30-Jun-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3.0,6222205.0,SRI ABHAY NARAYAN YADAV,28-Jun-2026 08:18 PM,Accepted-AOC,L1,30-Jun-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
