Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Technical,TECHNICAL BID OPENED,Jai Ram Yadav,10-Apr-2026 01:58 PM,,23-Jun-2026,"INR 1,726,698",90.0,Sanjay kumar Tiwari,29-Jun-2026 08:01 PM,Scan_0001.pdf (554.00 KB),"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,10-Apr-2026 03:53 PM,10-Apr-2026 04:00 PM,techsummary_2084403.pdf (465.31 KB),1,5986461,HARENDRA SINGH,18-Mar-2026 08:41 PM,Accepted-AOC,L1,29-Jun-2026 08:01 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_94,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO.12 ME BHIKHAMPUR ROAD VIKAS KANNAUJIYA KE GHAR SE DR. MANJU SHARMA KE HATA TAK C.C.ROAD V NALI NIRMAN KARYA .,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Poo Ja,13-Apr-2026 12:06 PM,finsummary_2084403.pdf (89.76 KB),Finance,FINANCIAL BID OPENED,Sanjay kumar Tiwari,10-Apr-2026 10:31 PM,,BOQ Comparative Chart,1.0,5986461.0,HARENDRA SINGH,INR,"1,726,698",AOC,"1,72,877",No,fixed,,Nil,Nil,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_94,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,EO NPP DEORIA,NPP DEORIA,WARD NO.12 ME BHIKHAMPUR ROAD VIKAS KANNAUJIYA KE GHAR SE DR. MANJU SHARMA KE HATA TAK C.C.ROAD V NALI NIRMAN KARYA .,WARD NO.12 ME BHIKHAMPUR ROAD VIKAS KANNAUJIYA KE GHAR SE DR. MANJU SHARMA KE HATA TAK C.C.ROAD V NALI NIRMAN KARYA .,Please refer Tender documents. ,NA ,"17,28,773",Civil Works,NA ,Tender,90.0,90.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,"2,540",Nil,Nil,No,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,10-Apr-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,AOC
,,,,,,,,,,,,,,,,,,2,5989198,M/S DIWAKAR PANDEY,20-Mar-2026 04:49 AM,Rejected-Finance,L3,13-Apr-2026 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,3,5993288,M/S SWETANK FOUNDATION,23-Mar-2026 05:31 AM,Rejected-Finance,L2,13-Apr-2026 12:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
