Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Const. of RCC nala from Usuf ali khan house to central model school in Ward 63 under zone 2,Const. of RCC nala from Usuf ali khan house to central model school in Ward 63 under zone 2,Please refer Tender documents. ,NA ,"9,63,887",Civil Works,NA ,Tender,90.0,45.0,Zone02,208007.0,NA ,NA ,NA ,MotiJheel Kanpur,No ,No,"Kanpur Municipal Corporation, Kanpur, UP",14/AA-2/25-26,2026_NNKAN_1124474_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,"96,389",No,percentage,10.0%,Nil,Nil,C.E.,KMC Motijheel Kanpur,1.0,SBI Bank,13-Mar-2026 09:00 AM,18-Mar-2026 04:00 PM,13-Mar-2026 09:00 AM,18-Mar-2026 03:00 PM,NA ,NA ,13-Mar-2026 09:00 AM,18-Mar-2026 03:00 PM,"1,180",Nil,Nil,No,AOC,CE,Internal,,DIVAKAR BHASKAR,06-Apr-2026 12:25 PM,techsummary_2095485.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,06-Apr-2026 12:35 PM,finsummary_2095485.pdf (194.18 KB),Finance,ganesh and company,DIVAKAR BHASKAR,06-Apr-2026 12:13 PM,,BOQ Comparative Chart,1,5977784,M/s GANESH & COMPANY,18-Mar-2026 01:09 PM,Accepted-AOC,AOC,10-Jun-2026 01:52 PM,1.0,5977784.0,M/s GANESH & COMPANY,INR,"802,150","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1124474_1,14/AA-2/25-26,Const. of RCC nala from Usuf ali khan house to central model school in Ward 63 under zone 2,08-Jun-2026,"INR 802,150",45.0,DIVAKAR BHASKAR,10-Jun-2026 01:52 PM,1124474gnesh.pdf (649.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,5982115,SHANKER BUILDERS,17-Mar-2026 03:08 PM,Rejected-Finance,L3,06-Apr-2026 12:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,5978566,SHREE GIRIRAJ INDUSTRIES,16-Mar-2026 09:57 PM,Rejected-Finance,L2,06-Apr-2026 12:35 PM,,,,,,,,,,,,,,,,,AOC
