S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,Revocation,Revocation,01-Jun-2026 07:02 PM,03TRevock.pdf ,330.33,Technical Opening,19-Jun-2026,"INR 1,585,164.95",15.0,Dinesh Pratap Singh,19-Jun-2026 04:30 PM,18050TO21000.pdf (225.00 KB),1,6106570,M/S ARVIND KUMAR DUBEY,12-May-2026 02:59 PM,Rejected-Finance,L3,10-Jun-2026 04:36 PM,1.0,6106596.0,M/s Shree Dauji Enterprises,INR,"1,585,164.95","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ID, Firozabad",2026_UPIDC_1146294_3,03/EE/2026-27,Silt clearance work on the Etawah Stump from Km 18.050 to Km 21.000.,Finance,Admitted,Dinesh Pratap Singh,10-Jun-2026 04:16 PM,,BOQ Comparative Chart,EE,Internal,"EE ADGC, ACCOUNTANT",Dinesh Pratap Singh,05-Jun-2026 01:59 PM,06-Jun-2026 04:00 PM,techsummary_2143614.pdf (446.21 KB),Technical,Admitted,Dinesh Pratap Singh,05-Jun-2026 12:55 PM,,EE,Internal,"EE ADGC, ACCOUNTNAT",Dinesh Pratap Singh,10-Jun-2026 04:36 PM,finsummary_2143614.pdf (26.69 KB),AOC,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ID, Firozabad",03/EE/2026-27,2026_UPIDC_1146294_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"1,70,000",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"Irrigation Division, Firozabad",944.0,Nil,Nil,No,Silt clearance work on the Etawah Stump from Km 18.050 to Km 21.000.,Silt clearance work on the Etawah Stump from Km 18.050 to Km 21.000.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Silt clearance work on the Etawah Stump from Km 18,283203.0,NA ,NA ,NA ,"EE, ID, Firozabad",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,07-May-2026 05:30 PM,12-May-2026 06:00 PM,07-May-2026 05:30 PM,12-May-2026 05:30 PM,NA ,NA ,07-May-2026 05:30 PM,12-May-2026 05:30 PM,06-Jun-2026 04:00 PM,AOC
,,,,,,,,,,,,,2,6099505,M/s CHAUDHARI ENTERPRISES,12-May-2026 03:09 PM,Rejected-Finance,L2,10-Jun-2026 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,AOC
,,,,,,,,,,,,,3,6106615,M/s PARI ENTERPRISES,12-May-2026 04:26 PM,Rejected-Technical,REJECT,05-Jun-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,6106596,M/s Shree Dauji Enterprises,12-May-2026 05:22 PM,Accepted-AOC,L1,19-Jun-2026 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,6111131,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,12-May-2026 04:45 PM,Rejected-Technical,REJECT,05-Jun-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,6110989,M/s VINAY KUMAR CONTRACTOR,12-May-2026 05:21 PM,Rejected-Technical,REJECT,05-Jun-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,6100777,Prem Chand,11-May-2026 11:00 AM,Rejected-Technical,REJECT,05-Jun-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
