Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage
27-Jun-2026,"INR 598,800",30.0,Amit Kumar Singh,27-Jun-2026 12:28 PM,AOC.pdf (376.00 KB),AOC,1.0,5895206.0,Rajesh Kumar Gupta,INR,"598,800",Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,2026_DOLBU_1110399_1,688.0,NP Bhatni Bazar men Pink Shauchalay Nirmad.,1,5894773,M/S JAISWAL CONSTRUCTION,18-Feb-2026 11:15 PM,Rejected-Finance,As per rule,27-Jun-2026 11:36 AM,Technical,Technical,Amit Kumar Singh,25-Jun-2026 12:59 PM,technical_2050684.pdf,EO/JE/Chairman,Internal,EO/JE/Chairman,Amit Kumar Singh,27-Jun-2026 11:36 AM,finsummary_2050684.pdf (222.12 KB),Finance,Financial,Amit Kumar Singh,27-Jun-2026 11:32 AM,finance_2050684.pdf,BOQ Comparative Chart,EO/JE/Chairman,Internal,EO/JE/Chairman,Amit Kumar Singh,25-Jun-2026 01:10 PM,25-Jun-2026 01:15 PM,techsummary_2050684.pdf (221.97 KB),AOC,EO/JE/Chairman,NP Bhatni bazar,NP Bhatni Bazar men Pink Shauchalay Nirmad.,NP Bhatni Bazar men Pink Shauchalay Nirmad.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,30.0,NP Bhatni bazar,274701.0,NA ,NA ,NA ,NP Bhatni bazar,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Bhatnibazar Deoria,688.0,2026_DOLBU_1110399_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,29-Jan-2026 12:00 PM,19-Feb-2026 03:00 PM,29-Jan-2026 12:00 PM,19-Feb-2026 12:00 PM,NA ,NA ,29-Jan-2026 12:00 PM,19-Feb-2026 12:00 PM,25-Jun-2026 01:15 PM,"60,000",No,fixed,,EO,NP Bhatni Bazar,"1,000",EO,NP Bhatni Bazar,No,1.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,2,5895206,Rajesh Kumar Gupta,19-Feb-2026 07:41 AM,Accepted-AOC,As per rule,27-Jun-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,AOC
,,,,,,,,,,,,,,,,3,5895898,SURENDRA YADAV,19-Feb-2026 11:21 AM,Rejected-Finance,As per rule,27-Jun-2026 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
