Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
29-Jun-2026,"INR 392,125.12",60.0,Shiv Kumar,28-Jun-2026 04:50 PM,19.pdf (401.00 KB),1.0,6199893.0,M/S SANJAY TIWARI CONTRACTOR,INR,"392,125.12",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152537_1,229/NP/NV/RVA/2026-27,19-npp sandila me wn23 me hashim zameer ke makan se tauheed jah ke makan tak cc road va nali nirman karya,1.0,6192526.0,MOHAMMED ADIL,13-Jun-2026 04:25 PM,Rejected-AOC,L4,28-Jun-2026 04:51 PM,Technical,4 admitted,Shiv Kumar,27-Jun-2026 04:25 PM,,eo and je,Internal,,Shiv Kumar,28-Jun-2026 04:48 PM,finsummary_2159019.pdf (401.07 KB),Finance,SANJAY TIWARI CONTRACTOR WINNER,Shiv Kumar,28-Jun-2026 04:38 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,27-Jun-2026 04:41 PM,27-Jun-2026 05:00 PM,techsummary_2159019.pdf (756.65 KB),AOC,1,DD - Demand Draft,23-May-2026 05:00 PM,23-Jun-2026 11:00 AM,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,tech,19-npp sandila me wn23 me hashim zameer ke makan se tauheed jah ke makan tak cc road va nali nirman karya,19-npp sandila me wn23 me hashim zameer ke makan se tauheed jah ke makan tak cc road va nali nirman karya,Please refer Tender documents. ,NA ,"4,71,757",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JEsandila,sandila,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152537_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"40,000",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,470.0,adhishashi adhikari nagar palika parishad,sandila,No,1.0,date extend,Date,,AOC
,,,,,,,,,,,,,,,2.0,6212010.0,MOHD BILAL THEKEDAR,22-Jun-2026 12:26 PM,Rejected-AOC,L2,28-Jun-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,conditions apply,Other,,AOC
,,,,,,,,,,,,,,,3.0,6210066.0,M/S ABDUL MOIZ CONTRACTOR,21-Jun-2026 01:34 PM,Rejected-AOC,L3,28-Jun-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4.0,6199893.0,M/S SANJAY TIWARI CONTRACTOR,16-Jun-2026 02:40 PM,Accepted-AOC,L1,28-Jun-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
