Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
679.0,Nil,Nil,No,"4,000",Yes,fixed,,Nil,Nil,EE RED DIV Ballia,EE RED DIV Ballia,1.0,Fee/PreQual/Technical,.pdf,Tender FEE EMD,02-May-2026 09:00 AM,08-May-2026 12:00 PM,02-May-2026 09:00 AM,07-May-2026 12:00 PM,NA ,NA ,02-May-2026 09:00 AM,07-May-2026 12:00 PM,16-May-2026 12:00 PM,Lot27 nagar panchayat reoti ke ward no 02 me harinarayan kuwar ke ghar se baijnath kuwar ke ghar tak sadak nirman kary,Lot27 nagar panchayat reoti ke ward no 02 me harinarayan kuwar ke ghar se baijnath kuwar ke ghar tak sadak nirman kary,Please refer Tender documents. ,NA ,"1,97,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,NA ,NA ,NA ,EE RED DIV Ballia,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,69/EE/RED/2025-26/08-04-2026,2026_REDUP_1144451_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,EE,Internal,AEDAO,ROLI VISHVKARMA,12-Jun-2026 04:30 PM,finsummary_2138364.pdf (80.44 KB),Technical,2 bid,Ratnesh Kumar Gond,10-May-2026 08:56 PM,,EE,Internal,aedao,Ratnesh Kumar Gond,16-May-2026 10:59 AM,16-May-2026 12:00 PM,techsummary_2138364.pdf (80.46 KB),Finance,2 bid,Ratnesh Kumar Gond,16-May-2026 05:27 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1144451_1,69/EE/RED/2025-26/08-04-2026,Lot27 nagar panchayat reoti ke ward no 02 me harinarayan kuwar ke ghar se baijnath kuwar ke ghar tak sadak nirman kary,1.0,6087283.0,MAA BHAWANI CONSTRUCTION AND SUPPLIER,INR,"197,246.18",1.0,6087283.0,MAA BHAWANI CONSTRUCTION AND SUPPLIER,05-May-2026 11:25 PM,Accepted-AOC,AOC,12-Jun-2026 04:33 PM,12-Jun-2026,"INR 197,246.18",90.0,ROLI VISHVKARMA,12-Jun-2026 04:33 PM,rispansiv69.pdf (80.00 KB),AOC,AOC
,,,,,,,,,,,,,,.pdf,other tecnical document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6093473.0,M/s SHAIL CONSTRUCTION,06-May-2026 07:26 PM,Rejected-Finance,SECOND LWEST,12-Jun-2026 04:30 PM,,,,,,,,AOC
,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
